MX_CODE|MX_CODE_TYPE|LEVEL1_CODE|LEVEL1_DESC|LEVEL2_CODE|LEVEL2_DESC|LEVEL3_CODE|LEVEL3_DESC|GENDER
27.61|41|4030|ent|40180|oral/maxillofacial procedures|416100|laceration repair - mouth/tongue|
27.62|41|4030|ent|40180|oral/maxillofacial procedures|416800|palatoplasty|
27.63|41|4030|ent|40180|oral/maxillofacial procedures|416800|palatoplasty|
27.64|41|4030|ent|40180|oral/maxillofacial procedures|416800|palatoplasty|
27.69|41|4030|ent|40180|oral/maxillofacial procedures|416700|palatopharynoplasty (uvulopalatopharyngoplasty - uvulopharyngoplasty)|
27.71|41|4030|ent|40180|oral/maxillofacial procedures|416300|lesion incision/drainage - mouth/tongue|
27.72|41|4030|ent|40180|oral/maxillofacial procedures|417600|uvulectomy|
27.73|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
27.79|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
27.91|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
27.92|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
27.99|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
270|41|4030|ent|40180|oral/maxillofacial procedures|416300|lesion incision/drainage - mouth/tongue|
27000|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27001|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27003|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27005|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27006|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27025|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27030|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27033|41|4140|orthopedics|41180|general surgical orthopedics|485900|exploratory surgery - hip|
27035|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27036|41|4140|orthopedics|41180|general surgical orthopedics|485400|capsule excision - hip|
27040|41|4060|general surgery|40570|soft tissue|440000|biopsy - soft tissue|
27041|41|4060|general surgery|40570|soft tissue|440000|biopsy - soft tissue|
27047|41|4140|orthopedics|41180|general surgical orthopedics|489000|lesion excision/currettage - pelvis/hip|
27048|41|4140|orthopedics|41180|general surgical orthopedics|489000|lesion excision/currettage - pelvis/hip|
27049|41|4060|general surgery|40570|soft tissue|440300|radical tumor resection - soft tissue|
27050|41|4140|orthopedics|41180|general surgical orthopedics|484200|biopsy - joint|
27052|41|4140|orthopedics|41180|general surgical orthopedics|484200|biopsy - joint|
27054|41|4140|orthopedics|41180|general surgical orthopedics|488000|joint lining removal - hip|
27060|41|4140|orthopedics|41180|general surgical orthopedics|489000|lesion excision/currettage - pelvis/hip|
27062|41|4140|orthopedics|41180|general surgical orthopedics|488700|lesion excision/currettage - femur|
27065|41|4140|orthopedics|41180|general surgical orthopedics|489000|lesion excision/currettage - pelvis/hip|
27066|41|4140|orthopedics|41180|general surgical orthopedics|489000|lesion excision/currettage - pelvis/hip|
27067|41|4140|orthopedics|41180|general surgical orthopedics|489000|lesion excision/currettage - pelvis/hip|
27070|41|4140|orthopedics|41180|general surgical orthopedics|484400|bone excision - other|
27071|41|4140|orthopedics|41180|general surgical orthopedics|484400|bone excision - other|
27075|41|4140|orthopedics|41180|general surgical orthopedics|484900|bone removal - pelvis|
27076|41|4140|orthopedics|41180|general surgical orthopedics|484900|bone removal - pelvis|
27077|41|4140|orthopedics|41180|general surgical orthopedics|484900|bone removal - pelvis|
27078|41|4140|orthopedics|41180|general surgical orthopedics|484900|bone removal - pelvis|
27079|41|4140|orthopedics|41180|general surgical orthopedics|484900|bone removal - pelvis|
27080|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27086|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27087|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27090|41|4140|orthopedics|41180|general surgical orthopedics|487600|implant removal - hip|
27091|41|4140|orthopedics|41180|general surgical orthopedics|487600|implant removal - hip|
27097|41|4140|orthopedics|41180|general surgical orthopedics|490600|tendon/muscle repair/revision - hip|
27098|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
271|41|4030|ent|40180|oral/maxillofacial procedures|416300|lesion incision/drainage - mouth/tongue|
27100|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27105|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27110|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27111|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27120|41|4140|orthopedics|41180|general surgical orthopedics|487300|hip reconstruction|
27122|41|4140|orthopedics|41180|general surgical orthopedics|487300|hip reconstruction|
27125|41|4140|orthopedics|41200|joint replacement|493300|arthroplasty - hip - partial|
27130|41|4140|orthopedics|41200|joint replacement|493500|arthroplasty - hip - total (tha)|
27132|41|4140|orthopedics|41200|joint replacement|493500|arthroplasty - hip - total (tha)|
27134|41|4140|orthopedics|41200|joint replacement|493400|arthroplasty - hip - revision|
27137|41|4140|orthopedics|41200|joint replacement|493400|arthroplasty - hip - revision|
27138|41|4140|orthopedics|41200|joint replacement|493400|arthroplasty - hip - revision|
27140|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27146|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27147|41|4140|orthopedics|41180|general surgical orthopedics|490300|repair/revision - hip|
27151|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27156|41|4140|orthopedics|41180|general surgical orthopedics|490300|repair/revision - hip|
27158|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27161|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27165|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27170|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27175|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27176|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27177|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27178|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27179|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27181|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27185|41|4140|orthopedics|41180|general surgical orthopedics|490200|repair/revision - femur|
27187|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27193|41|4140|orthopedics|41160|fracture/dislocation treatment|481100|fracture treatment - pelvis|
27194|41|4140|orthopedics|41160|fracture/dislocation treatment|481100|fracture treatment - pelvis|
27200|41|4140|orthopedics|41160|fracture/dislocation treatment|481400|fracture treatment - tail bone|
27202|41|4140|orthopedics|41160|fracture/dislocation treatment|481400|fracture treatment - tail bone|
2721|41|4030|ent|40180|oral/maxillofacial procedures|414700|biopsy - mouth|
27215|41|4140|orthopedics|41160|fracture/dislocation treatment|481100|fracture treatment - pelvis|
27216|41|4140|orthopedics|41160|fracture/dislocation treatment|481100|fracture treatment - pelvis|
27217|41|4140|orthopedics|41160|fracture/dislocation treatment|481100|fracture treatment - pelvis|
27218|41|4140|orthopedics|41160|fracture/dislocation treatment|481100|fracture treatment - pelvis|
2722|41|4030|ent|40180|oral/maxillofacial procedures|414700|biopsy - mouth|
27220|41|4140|orthopedics|41160|fracture/dislocation treatment|480700|fracture treatment - hip|
27222|41|4140|orthopedics|41160|fracture/dislocation treatment|480700|fracture treatment - hip|
27226|41|4140|orthopedics|41160|fracture/dislocation treatment|480700|fracture treatment - hip|
27227|41|4140|orthopedics|41160|fracture/dislocation treatment|480700|fracture treatment - hip|
27228|41|4140|orthopedics|41160|fracture/dislocation treatment|480700|fracture treatment - hip|
2723|41|4050|general medicine|40420|dermatology - skin cancer|426600|biopsy - lip|
27230|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27232|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27235|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27236|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27238|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
2724|41|4030|ent|40180|oral/maxillofacial procedures|414700|biopsy - mouth|
27240|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27244|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27245|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27246|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27248|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27250|41|4140|orthopedics|41160|fracture/dislocation treatment|479700|dislocation treatment - hip|
27252|41|4140|orthopedics|41160|fracture/dislocation treatment|479700|dislocation treatment - hip|
27253|41|4140|orthopedics|41160|fracture/dislocation treatment|479700|dislocation treatment - hip|
27254|41|4140|orthopedics|41160|fracture/dislocation treatment|479700|dislocation treatment - hip|
27256|41|4140|orthopedics|41160|fracture/dislocation treatment|479700|dislocation treatment - hip|
27257|41|4140|orthopedics|41160|fracture/dislocation treatment|479700|dislocation treatment - hip|
27258|41|4140|orthopedics|41160|fracture/dislocation treatment|479700|dislocation treatment - hip|
27259|41|4140|orthopedics|41160|fracture/dislocation treatment|479700|dislocation treatment - hip|
27265|41|4140|orthopedics|41160|fracture/dislocation treatment|479700|dislocation treatment - hip|
27266|41|4140|orthopedics|41160|fracture/dislocation treatment|479700|dislocation treatment - hip|
27275|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27280|41|4140|orthopedics|41180|general surgical orthopedics|487100|fusion - pelvis|
27282|41|4140|orthopedics|41180|general surgical orthopedics|487100|fusion - pelvis|
27284|41|4140|orthopedics|41180|general surgical orthopedics|486800|fusion - hip|
27286|41|4140|orthopedics|41180|general surgical orthopedics|486800|fusion - hip|
2729|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
27299|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27301|41|4140|orthopedics|41180|general surgical orthopedics|489600|lesion incision/drainage - thigh/knee|
27303|41|4140|orthopedics|41180|general surgical orthopedics|489600|lesion incision/drainage - thigh/knee|
27305|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27306|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27307|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
2731|41|4030|ent|40180|oral/maxillofacial procedures|416200|lesion excision/destruction - mouth/tongue|
27310|41|4140|orthopedics|41180|general surgical orthopedics|486000|exploratory surgery - knee|
27315|41|4140|orthopedics|41180|general surgical orthopedics|489800|nerve excision - thigh/knee|
2732|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
27320|41|4140|orthopedics|41180|general surgical orthopedics|489800|nerve excision - thigh/knee|
27323|41|4060|general surgery|40570|soft tissue|440000|biopsy - soft tissue|
27324|41|4060|general surgery|40570|soft tissue|440000|biopsy - soft tissue|
27327|41|4140|orthopedics|41180|general surgical orthopedics|490800|tumor excision - thigh/knee|
27328|41|4140|orthopedics|41180|general surgical orthopedics|490800|tumor excision - thigh/knee|
27329|41|4060|general surgery|40570|soft tissue|440400|tumor excision - soft tissue|
27330|41|4140|orthopedics|41180|general surgical orthopedics|484200|biopsy - joint|
27331|41|4140|orthopedics|41180|general surgical orthopedics|486000|exploratory surgery - knee|
27332|41|4140|orthopedics|41180|general surgical orthopedics|485500|cartilage excision - knee|
27333|41|4140|orthopedics|41180|general surgical orthopedics|485500|cartilage excision - knee|
27334|41|4140|orthopedics|41180|general surgical orthopedics|488100|joint lining removal - knee|
27335|41|4140|orthopedics|41180|general surgical orthopedics|488100|joint lining removal - knee|
27340|41|4140|orthopedics|41180|general surgical orthopedics|488800|lesion excision/currettage - knee|
27345|41|4140|orthopedics|41180|general surgical orthopedics|488800|lesion excision/currettage - knee|
27347|41|4140|orthopedics|41180|general surgical orthopedics|488800|lesion excision/currettage - knee|
27350|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27355|41|4140|orthopedics|41180|general surgical orthopedics|488700|lesion excision/currettage - femur|
27356|41|4140|orthopedics|41180|general surgical orthopedics|488700|lesion excision/currettage - femur|
27357|41|4140|orthopedics|41180|general surgical orthopedics|488700|lesion excision/currettage - femur|
27358|41|4140|orthopedics|41180|general surgical orthopedics|488700|lesion excision/currettage - femur|
27360|41|4140|orthopedics|41180|general surgical orthopedics|484500|bone excision - tibia/fibula|
27365|41|4140|orthopedics|41180|general surgical orthopedics|484800|bone removal - leg/ankle|
27372|41|4140|orthopedics|41180|general surgical orthopedics|486300|foreign body removal - leg|
27380|41|4140|orthopedics|41270|sports medicine|497600|knee procedures - other|
27381|41|4140|orthopedics|41270|sports medicine|497600|knee procedures - other|
27385|41|4140|orthopedics|41270|sports medicine|497700|other sports medicine procedures|
27386|41|4140|orthopedics|41270|sports medicine|497700|other sports medicine procedures|
27390|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27391|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27392|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27393|41|4140|orthopedics|41270|sports medicine|497700|other sports medicine procedures|
27394|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27395|41|4140|orthopedics|41270|sports medicine|497700|other sports medicine procedures|
27396|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27397|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27400|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27403|41|4140|orthopedics|41270|sports medicine|497400|knee procedures - meniscus procedures - repair/meniscectomy|
27405|41|4140|orthopedics|41270|sports medicine|497300|knee procedures - ligament procedures - other|
27407|41|4140|orthopedics|41270|sports medicine|497300|knee procedures - ligament procedures - other|
27409|41|4140|orthopedics|41270|sports medicine|497300|knee procedures - ligament procedures - other|
2741|41|4030|ent|40180|oral/maxillofacial procedures|415600|frenectomy|
27412|41|4140|orthopedics|41270|sports medicine|497000|knee procedures - articular cartilage procedures - carticel|
27415|41|4140|orthopedics|41270|sports medicine|497100|knee procedures - articular cartilage procedures - other|
27418|41|4140|orthopedics|41270|sports medicine|497600|knee procedures - other|
2742|41|4030|ent|40180|oral/maxillofacial procedures|416400|lip excision|
27420|41|4140|orthopedics|41270|sports medicine|497600|knee procedures - other|
27422|41|4140|orthopedics|41270|sports medicine|497600|knee procedures - other|
27424|41|4140|orthopedics|41270|sports medicine|497600|knee procedures - other|
27425|41|4140|orthopedics|41270|sports medicine|497600|knee procedures - other|
27427|41|4140|orthopedics|41270|sports medicine|497300|knee procedures - ligament procedures - other|
27428|41|4140|orthopedics|41270|sports medicine|497300|knee procedures - ligament procedures - other|
27429|41|4140|orthopedics|41270|sports medicine|497300|knee procedures - ligament procedures - other|
2743|41|4050|general medicine|40410|dermatology - other skin lesions|426000|benign lesion destruction - skin|
27430|41|4140|orthopedics|41270|sports medicine|497700|other sports medicine procedures|
27435|41|4140|orthopedics|41270|sports medicine|497600|knee procedures - other|
27437|41|4140|orthopedics|41270|sports medicine|497600|knee procedures - other|
27438|41|4140|orthopedics|41200|joint replacement|493600|arthroplasty - knee - other|
27440|41|4140|orthopedics|41200|joint replacement|493600|arthroplasty - knee - other|
27441|41|4140|orthopedics|41200|joint replacement|493600|arthroplasty - knee - other|
27442|41|4140|orthopedics|41200|joint replacement|493600|arthroplasty - knee - other|
27443|41|4140|orthopedics|41200|joint replacement|493600|arthroplasty - knee - other|
27445|41|4140|orthopedics|41200|joint replacement|493600|arthroplasty - knee - other|
27446|41|4140|orthopedics|41200|joint replacement|493900|arthroplasty - knee - unicompartmental (uka)|
27447|41|4140|orthopedics|41200|joint replacement|493800|arthroplasty - knee - total (tka)|
27448|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27450|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27454|41|4140|orthopedics|41180|general surgical orthopedics|490000|other procedures - femur|
27455|41|4140|orthopedics|41180|general surgical orthopedics|490100|other procedures - knee|
27457|41|4140|orthopedics|41180|general surgical orthopedics|490100|other procedures - knee|
27465|41|4140|orthopedics|41180|general surgical orthopedics|490200|repair/revision - femur|
27466|41|4140|orthopedics|41180|general surgical orthopedics|490000|other procedures - femur|
27468|41|4140|orthopedics|41180|general surgical orthopedics|490000|other procedures - femur|
27470|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27472|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27475|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27477|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27479|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27485|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27486|41|4140|orthopedics|41200|joint replacement|493700|arthroplasty - knee - revision|
27487|41|4140|orthopedics|41200|joint replacement|493700|arthroplasty - knee - revision|
27488|41|4140|orthopedics|41200|joint replacement|493600|arthroplasty - knee - other|
2749|41|4050|general medicine|40410|dermatology - other skin lesions|426000|benign lesion destruction - skin|
27495|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27496|41|4140|orthopedics|41180|general surgical orthopedics|485600|decompression - knee/thigh|
27497|41|4140|orthopedics|41180|general surgical orthopedics|485600|decompression - knee/thigh|
27498|41|4140|orthopedics|41180|general surgical orthopedics|485600|decompression - knee/thigh|
27499|41|4140|orthopedics|41180|general surgical orthopedics|485600|decompression - knee/thigh|
27500|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27501|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27502|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27503|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27506|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27507|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27508|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27509|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
2751|41|4210|trauma|41580|wound care|519200|superficial wound repair|
27510|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27511|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27513|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27514|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
27516|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27517|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27519|41|4140|orthopedics|41160|fracture/dislocation treatment|480400|fracture treatment - femur|
2752|41|4210|trauma|41580|wound care|519200|superficial wound repair|
27520|41|4140|orthopedics|41160|fracture/dislocation treatment|480900|fracture treatment - knee|
27524|41|4140|orthopedics|41160|fracture/dislocation treatment|480900|fracture treatment - knee|
2753|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
27530|41|4140|orthopedics|41160|fracture/dislocation treatment|480900|fracture treatment - knee|
27532|41|4140|orthopedics|41160|fracture/dislocation treatment|480900|fracture treatment - knee|
27535|41|4140|orthopedics|41160|fracture/dislocation treatment|480900|fracture treatment - knee|
27536|41|4140|orthopedics|41160|fracture/dislocation treatment|480900|fracture treatment - knee|
27538|41|4140|orthopedics|41160|fracture/dislocation treatment|480900|fracture treatment - knee|
2754|41|4030|ent|40180|oral/maxillofacial procedures|415000|cleft lip/nose repair|
27540|41|4140|orthopedics|41160|fracture/dislocation treatment|480900|fracture treatment - knee|
2755|41|4050|general medicine|40430|dermatology - skin grafts and transfers|427800|full thickness skin graft|
27550|41|4140|orthopedics|41160|fracture/dislocation treatment|479800|dislocation treatment - knee|
27552|41|4140|orthopedics|41160|fracture/dislocation treatment|479800|dislocation treatment - knee|
27556|41|4140|orthopedics|41160|fracture/dislocation treatment|479300|disclocation treatment - knee|
27557|41|4140|orthopedics|41160|fracture/dislocation treatment|479300|disclocation treatment - knee|
27558|41|4140|orthopedics|41160|fracture/dislocation treatment|479300|disclocation treatment - knee|
2756|41|4050|general medicine|40430|dermatology - skin grafts and transfers|428200|split graft|
27560|41|4140|orthopedics|41160|fracture/dislocation treatment|479800|dislocation treatment - knee|
27562|41|4140|orthopedics|41160|fracture/dislocation treatment|479800|dislocation treatment - knee|
27566|41|4140|orthopedics|41160|fracture/dislocation treatment|479800|dislocation treatment - knee|
2757|41|4010|cosmetic procedures|40070|other cosmetic procedures|406800|skin flap|
27570|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27580|41|4140|orthopedics|41180|general surgical orthopedics|486900|fusion - knee|
2759|41|4050|general medicine|40430|dermatology - skin grafts and transfers|428300|tissue transfer|
27594|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27599|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27600|41|4140|orthopedics|41180|general surgical orthopedics|485700|decompression - lower leg|
27601|41|4140|orthopedics|41180|general surgical orthopedics|485700|decompression - lower leg|
27602|41|4140|orthopedics|41180|general surgical orthopedics|485700|decompression - lower leg|
27603|41|4140|orthopedics|41180|general surgical orthopedics|489400|lesion incision/drainage - lower leg|
27604|41|4140|orthopedics|41180|general surgical orthopedics|489400|lesion incision/drainage - lower leg|
27605|41|4140|orthopedics|41150|foot|477800|other procedures - foot|
27606|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27607|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
2761|41|4030|ent|40180|oral/maxillofacial procedures|416100|laceration repair - mouth/tongue|
27610|41|4140|orthopedics|41150|foot|476600|exploratory surgery - foot|
27612|41|4140|orthopedics|41150|foot|477200|joint/muscle release - foot|
27613|41|4140|orthopedics|41150|foot|478300|soft tissue biopsy - foot|
27614|41|4140|orthopedics|41150|foot|478300|soft tissue biopsy - foot|
27615|41|4060|general surgery|40570|soft tissue|440400|tumor excision - soft tissue|
27618|41|4140|orthopedics|41180|general surgical orthopedics|488900|lesion excision/currettage - lower leg/ankle|
27619|41|4140|orthopedics|41180|general surgical orthopedics|488900|lesion excision/currettage - lower leg/ankle|
2762|41|4030|ent|40180|oral/maxillofacial procedures|416800|palatoplasty|
27620|41|4140|orthopedics|41150|foot|476600|exploratory surgery - foot|
27625|41|4140|orthopedics|41150|foot|477100|joint lining removal - foot|
27626|41|4140|orthopedics|41150|foot|477100|joint lining removal - foot|
2763|41|4030|ent|40180|oral/maxillofacial procedures|416800|palatoplasty|
27630|41|4140|orthopedics|41180|general surgical orthopedics|488900|lesion excision/currettage - lower leg/ankle|
27635|41|4140|orthopedics|41180|general surgical orthopedics|488900|lesion excision/currettage - lower leg/ankle|
27637|41|4140|orthopedics|41180|general surgical orthopedics|488900|lesion excision/currettage - lower leg/ankle|
27638|41|4140|orthopedics|41180|general surgical orthopedics|488900|lesion excision/currettage - lower leg/ankle|
2764|41|4030|ent|40180|oral/maxillofacial procedures|416800|palatoplasty|
27640|41|4140|orthopedics|41180|general surgical orthopedics|484500|bone excision - tibia/fibula|
27641|41|4140|orthopedics|41180|general surgical orthopedics|484500|bone excision - tibia/fibula|
27645|41|4140|orthopedics|41180|general surgical orthopedics|484800|bone removal - leg/ankle|
27646|41|4140|orthopedics|41180|general surgical orthopedics|484800|bone removal - leg/ankle|
27647|41|4140|orthopedics|41180|general surgical orthopedics|484800|bone removal - leg/ankle|
27650|41|4140|orthopedics|41150|foot|475800|achilles tendon repair|
27652|41|4140|orthopedics|41150|foot|475800|achilles tendon repair|
27654|41|4140|orthopedics|41150|foot|475800|achilles tendon repair|
27656|41|4140|orthopedics|41180|general surgical orthopedics|490700|tendon/muscle repair/revision - lower leg|
27658|41|4140|orthopedics|41180|general surgical orthopedics|490700|tendon/muscle repair/revision - lower leg|
27659|41|4140|orthopedics|41180|general surgical orthopedics|490700|tendon/muscle repair/revision - lower leg|
27664|41|4140|orthopedics|41180|general surgical orthopedics|490700|tendon/muscle repair/revision - lower leg|
27665|41|4140|orthopedics|41180|general surgical orthopedics|490700|tendon/muscle repair/revision - lower leg|
27675|41|4140|orthopedics|41180|general surgical orthopedics|490700|tendon/muscle repair/revision - lower leg|
27676|41|4140|orthopedics|41180|general surgical orthopedics|490700|tendon/muscle repair/revision - lower leg|
27680|41|4140|orthopedics|41180|general surgical orthopedics|488400|joint/muscle release - lower leg|
27681|41|4140|orthopedics|41180|general surgical orthopedics|488400|joint/muscle release - lower leg|
27685|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27686|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27687|41|4140|orthopedics|41180|general surgical orthopedics|490700|tendon/muscle repair/revision - lower leg|
2769|41|4030|ent|40180|oral/maxillofacial procedures|416700|palatopharynoplasty (uvulopalatopharyngoplasty - uvulopharyngoplasty)|
27690|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27691|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27692|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27695|41|4140|orthopedics|41150|foot|478400|tendon/muscle repair/revision - foot|
27696|41|4140|orthopedics|41150|foot|478400|tendon/muscle repair/revision - foot|
27698|41|4140|orthopedics|41150|foot|478400|tendon/muscle repair/revision - foot|
27700|41|4140|orthopedics|41200|joint replacement|493100|arthroplasty - ankle|
27702|41|4140|orthopedics|41200|joint replacement|493100|arthroplasty - ankle|
27703|41|4140|orthopedics|41200|joint replacement|493100|arthroplasty - ankle|
27704|41|4140|orthopedics|41180|general surgical orthopedics|487400|implant removal - ankle|
27705|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27707|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27709|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
2771|41|4030|ent|40180|oral/maxillofacial procedures|416300|lesion incision/drainage - mouth/tongue|
27712|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
27715|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
2772|41|4030|ent|40180|oral/maxillofacial procedures|417600|uvulectomy|
27720|41|4140|orthopedics|41180|general surgical orthopedics|485100|bone repair/revision - tibia|
27722|41|4140|orthopedics|41180|general surgical orthopedics|485100|bone repair/revision - tibia|
27724|41|4140|orthopedics|41180|general surgical orthopedics|485100|bone repair/revision - tibia|
27725|41|4140|orthopedics|41180|general surgical orthopedics|485100|bone repair/revision - tibia|
