MX_CODE|MX_CODE_TYPE|LEVEL1_CODE|LEVEL1_DESC|LEVEL2_CODE|LEVEL2_DESC|GENDER
078.0|31|3040|general medicine|30190|infectious disease|
078.04|31|3040|general medicine|30190|infectious disease|
078.1|31|3040|general medicine|30190|infectious disease|
078.10|31|3040|general medicine|30190|infectious disease|
078.11|31|3040|general medicine|30190|infectious disease|
078.12|31|3040|general medicine|30190|infectious disease|
078.19|31|3040|general medicine|30190|infectious disease|
078.2|31|3040|general medicine|30190|infectious disease|
078.3|31|3040|general medicine|30190|infectious disease|
078.4|31|3040|general medicine|30190|infectious disease|
078.5|31|3040|general medicine|30190|infectious disease|
078.6|31|3040|general medicine|30190|infectious disease|
078.7|31|3040|general medicine|30190|infectious disease|
078.81|31|3040|general medicine|30190|infectious disease|
078.82|31|3040|general medicine|30190|infectious disease|
078.88|31|3040|general medicine|30190|infectious disease|
078.89|31|3040|general medicine|30190|infectious disease|
0780|31|3040|general medicine|30190|infectious disease|
07804|31|3040|general medicine|30190|infectious disease|
0781|31|3040|general medicine|30190|infectious disease|
07810|31|3040|general medicine|30190|infectious disease|
07811|31|3040|general medicine|30190|infectious disease|
07812|31|3040|general medicine|30190|infectious disease|
07819|31|3040|general medicine|30190|infectious disease|
0782|31|3040|general medicine|30190|infectious disease|
0783|31|3040|general medicine|30190|infectious disease|
0784|31|3040|general medicine|30190|infectious disease|
0785|31|3040|general medicine|30190|infectious disease|
0786|31|3040|general medicine|30190|infectious disease|
0787|31|3040|general medicine|30190|infectious disease|
07881|31|3040|general medicine|30190|infectious disease|
07882|31|3040|general medicine|30190|infectious disease|
07888|31|3040|general medicine|30190|infectious disease|
07889|31|3040|general medicine|30190|infectious disease|
079.0|31|3040|general medicine|30190|infectious disease|
079.1|31|3040|general medicine|30190|infectious disease|
079.2|31|3040|general medicine|30190|infectious disease|
079.3|31|3040|general medicine|30190|infectious disease|
079.4|31|3040|general medicine|30190|infectious disease|
079.50|31|3040|general medicine|30190|infectious disease|
079.51|31|3040|general medicine|30190|infectious disease|
079.52|31|3040|general medicine|30190|infectious disease|
079.53|31|3060|hiv|30250|hiv|
079.59|31|3040|general medicine|30190|infectious disease|
079.6|31|3040|general medicine|30190|infectious disease|
079.8|31|3040|general medicine|30190|infectious disease|
079.81|31|3040|general medicine|30190|infectious disease|
079.82|31|3040|general medicine|30190|infectious disease|
079.83|31|3040|general medicine|30190|infectious disease|
079.88|31|3040|general medicine|30190|infectious disease|
079.89|31|3040|general medicine|30190|infectious disease|
079.9|31|3040|general medicine|30190|infectious disease|
079.92|31|3040|general medicine|30190|infectious disease|
079.98|31|3040|general medicine|30190|infectious disease|
079.99|31|3040|general medicine|30190|infectious disease|
0790|31|3040|general medicine|30190|infectious disease|
0791|31|3040|general medicine|30190|infectious disease|
0792|31|3040|general medicine|30190|infectious disease|
0793|31|3040|general medicine|30190|infectious disease|
0794|31|3040|general medicine|30190|infectious disease|
07950|31|3040|general medicine|30190|infectious disease|
07951|31|3040|general medicine|30190|infectious disease|
07952|31|3040|general medicine|30190|infectious disease|
07953|31|3060|hiv|30250|hiv|
07959|31|3040|general medicine|30190|infectious disease|
0796|31|3040|general medicine|30190|infectious disease|
0798|31|3040|general medicine|30190|infectious disease|
07981|31|3040|general medicine|30190|infectious disease|
07982|31|3040|general medicine|30190|infectious disease|
07983|31|3040|general medicine|30190|infectious disease|
07988|31|3040|general medicine|30190|infectious disease|
07989|31|3040|general medicine|30190|infectious disease|
0799|31|3040|general medicine|30190|infectious disease|
07992|31|3040|general medicine|30190|infectious disease|
07998|31|3040|general medicine|30190|infectious disease|
07999|31|3040|general medicine|30190|infectious disease|
080|31|3040|general medicine|30190|infectious disease|
080.|31|3040|general medicine|30190|infectious disease|
080.6|31|3040|general medicine|30190|infectious disease|
080.60|31|3040|general medicine|30190|infectious disease|
0806|31|3040|general medicine|30190|infectious disease|
08060|31|3040|general medicine|30190|infectious disease|
081.0|31|3040|general medicine|30190|infectious disease|
081.1|31|3040|general medicine|30190|infectious disease|
081.2|31|3040|general medicine|30190|infectious disease|
081.9|31|3040|general medicine|30190|infectious disease|
0810|31|3040|general medicine|30190|infectious disease|
0811|31|3040|general medicine|30190|infectious disease|
0812|31|3040|general medicine|30190|infectious disease|
0819|31|3040|general medicine|30190|infectious disease|
082.0|31|3040|general medicine|30190|infectious disease|
082.1|31|3040|general medicine|30190|infectious disease|
082.2|31|3040|general medicine|30190|infectious disease|
082.3|31|3040|general medicine|30190|infectious disease|
082.40|31|3040|general medicine|30190|infectious disease|
082.41|31|3040|general medicine|30190|infectious disease|
082.49|31|3040|general medicine|30190|infectious disease|
082.8|31|3040|general medicine|30190|infectious disease|
082.9|31|3040|general medicine|30190|infectious disease|
0820|31|3040|general medicine|30190|infectious disease|
0821|31|3040|general medicine|30190|infectious disease|
0822|31|3040|general medicine|30190|infectious disease|
0823|31|3040|general medicine|30190|infectious disease|
08240|31|3040|general medicine|30190|infectious disease|
08241|31|3040|general medicine|30190|infectious disease|
08249|31|3040|general medicine|30190|infectious disease|
0828|31|3040|general medicine|30190|infectious disease|
0829|31|3040|general medicine|30190|infectious disease|
083.0|31|3040|general medicine|30220|pulmonary / thoracic|
083.1|31|3040|general medicine|30190|infectious disease|
083.2|31|3040|general medicine|30190|infectious disease|
083.21|31|3040|general medicine|30190|infectious disease|
083.8|31|3040|general medicine|30190|infectious disease|
083.9|31|3040|general medicine|30190|infectious disease|
0830|31|3040|general medicine|30220|pulmonary / thoracic|
0831|31|3040|general medicine|30190|infectious disease|
0832|31|3040|general medicine|30190|infectious disease|
08321|31|3040|general medicine|30190|infectious disease|
0838|31|3040|general medicine|30190|infectious disease|
0839|31|3040|general medicine|30190|infectious disease|
084.0|31|3040|general medicine|30190|infectious disease|
084.1|31|3040|general medicine|30190|infectious disease|
084.2|31|3040|general medicine|30190|infectious disease|
084.3|31|3040|general medicine|30190|infectious disease|
084.4|31|3040|general medicine|30190|infectious disease|
084.5|31|3040|general medicine|30190|infectious disease|
084.6|31|3040|general medicine|30190|infectious disease|
084.7|31|3040|general medicine|30190|infectious disease|
084.8|31|3040|general medicine|30190|infectious disease|
084.9|31|3040|general medicine|30190|infectious disease|
0840|31|3040|general medicine|30190|infectious disease|
0841|31|3040|general medicine|30190|infectious disease|
0842|31|3040|general medicine|30190|infectious disease|
0843|31|3040|general medicine|30190|infectious disease|
0844|31|3040|general medicine|30190|infectious disease|
0845|31|3040|general medicine|30190|infectious disease|
0846|31|3040|general medicine|30190|infectious disease|
0847|31|3040|general medicine|30190|infectious disease|
0848|31|3040|general medicine|30190|infectious disease|
0849|31|3040|general medicine|30190|infectious disease|
085.0|31|3040|general medicine|30190|infectious disease|
085.1|31|3040|general medicine|30190|infectious disease|
085.2|31|3040|general medicine|30190|infectious disease|
085.3|31|3040|general medicine|30190|infectious disease|
085.4|31|3040|general medicine|30190|infectious disease|
085.5|31|3040|general medicine|30190|infectious disease|
085.9|31|3040|general medicine|30190|infectious disease|
0850|31|3040|general medicine|30190|infectious disease|
0851|31|3040|general medicine|30190|infectious disease|
0852|31|3040|general medicine|30190|infectious disease|
0853|31|3040|general medicine|30190|infectious disease|
0854|31|3040|general medicine|30190|infectious disease|
0855|31|3040|general medicine|30190|infectious disease|
0859|31|3040|general medicine|30190|infectious disease|
086.0|31|3040|general medicine|30190|infectious disease|
086.1|31|3040|general medicine|30190|infectious disease|
086.2|31|3040|general medicine|30190|infectious disease|
086.3|31|3040|general medicine|30190|infectious disease|
086.4|31|3040|general medicine|30190|infectious disease|
086.5|31|3040|general medicine|30190|infectious disease|
086.9|31|3040|general medicine|30190|infectious disease|
0860|31|3040|general medicine|30190|infectious disease|
0861|31|3040|general medicine|30190|infectious disease|
0862|31|3040|general medicine|30190|infectious disease|
0863|31|3040|general medicine|30190|infectious disease|
0864|31|3040|general medicine|30190|infectious disease|
0865|31|3040|general medicine|30190|infectious disease|
0869|31|3040|general medicine|30190|infectious disease|
087.0|31|3040|general medicine|30190|infectious disease|
087.1|31|3040|general medicine|30190|infectious disease|
087.9|31|3040|general medicine|30190|infectious disease|
0870|31|3040|general medicine|30190|infectious disease|
0871|31|3040|general medicine|30190|infectious disease|
0879|31|3040|general medicine|30190|infectious disease|
088.0|31|3040|general medicine|30190|infectious disease|
088.81|31|3040|general medicine|30190|infectious disease|
088.82|31|3040|general medicine|30190|infectious disease|
088.89|31|3040|general medicine|30190|infectious disease|
088.9|31|3040|general medicine|30190|infectious disease|
0880|31|3040|general medicine|30190|infectious disease|
08881|31|3040|general medicine|30190|infectious disease|
08882|31|3040|general medicine|30190|infectious disease|
08889|31|3040|general medicine|30190|infectious disease|
0889|31|3040|general medicine|30190|infectious disease|
090.0|31|3040|general medicine|30200|infectious disease - std|
090.1|31|3040|general medicine|30200|infectious disease - std|
090.2|31|3040|general medicine|30200|infectious disease - std|
090.3|31|3040|general medicine|30200|infectious disease - std|
090.40|31|3040|general medicine|30200|infectious disease - std|
090.41|31|3040|general medicine|30200|infectious disease - std|
090.42|31|3040|general medicine|30200|infectious disease - std|
090.49|31|3040|general medicine|30200|infectious disease - std|
090.5|31|3040|general medicine|30200|infectious disease - std|
090.6|31|3040|general medicine|30200|infectious disease - std|
090.7|31|3040|general medicine|30200|infectious disease - std|
090.9|31|3040|general medicine|30200|infectious disease - std|
0900|31|3040|general medicine|30200|infectious disease - std|
0901|31|3040|general medicine|30200|infectious disease - std|
0902|31|3040|general medicine|30200|infectious disease - std|
0903|31|3040|general medicine|30200|infectious disease - std|
09040|31|3040|general medicine|30200|infectious disease - std|
09041|31|3040|general medicine|30200|infectious disease - std|
09042|31|3040|general medicine|30200|infectious disease - std|
09049|31|3040|general medicine|30200|infectious disease - std|
0905|31|3040|general medicine|30200|infectious disease - std|
0906|31|3040|general medicine|30200|infectious disease - std|
0907|31|3040|general medicine|30200|infectious disease - std|
0909|31|3040|general medicine|30200|infectious disease - std|
091.0|31|3040|general medicine|30200|infectious disease - std|
091.1|31|3040|general medicine|30200|infectious disease - std|
091.2|31|3040|general medicine|30200|infectious disease - std|
091.3|31|3040|general medicine|30200|infectious disease - std|
091.4|31|3040|general medicine|30200|infectious disease - std|
091.50|31|3040|general medicine|30200|infectious disease - std|
091.51|31|3040|general medicine|30200|infectious disease - std|
091.52|31|3040|general medicine|30200|infectious disease - std|
091.61|31|3040|general medicine|30200|infectious disease - std|
091.62|31|3040|general medicine|30200|infectious disease - std|
091.69|31|3040|general medicine|30200|infectious disease - std|
091.7|31|3040|general medicine|30200|infectious disease - std|
091.81|31|3040|general medicine|30200|infectious disease - std|
091.82|31|3040|general medicine|30200|infectious disease - std|
091.89|31|3040|general medicine|30200|infectious disease - std|
091.9|31|3040|general medicine|30200|infectious disease - std|
0910|31|3040|general medicine|30200|infectious disease - std|
0911|31|3040|general medicine|30200|infectious disease - std|
0912|31|3040|general medicine|30200|infectious disease - std|
0913|31|3040|general medicine|30200|infectious disease - std|
0914|31|3040|general medicine|30200|infectious disease - std|
09150|31|3040|general medicine|30200|infectious disease - std|
09151|31|3040|general medicine|30200|infectious disease - std|
09152|31|3040|general medicine|30200|infectious disease - std|
09161|31|3040|general medicine|30200|infectious disease - std|
09162|31|3040|general medicine|30200|infectious disease - std|
09169|31|3040|general medicine|30200|infectious disease - std|
0917|31|3040|general medicine|30200|infectious disease - std|
09181|31|3040|general medicine|30200|infectious disease - std|
09182|31|3040|general medicine|30200|infectious disease - std|
09189|31|3040|general medicine|30200|infectious disease - std|
0919|31|3040|general medicine|30200|infectious disease - std|
092.0|31|3040|general medicine|30200|infectious disease - std|
092.9|31|3040|general medicine|30200|infectious disease - std|
0920|31|3040|general medicine|30200|infectious disease - std|
0929|31|3040|general medicine|30200|infectious disease - std|
093.0|31|3040|general medicine|30200|infectious disease - std|
093.1|31|3040|general medicine|30200|infectious disease - std|
093.20|31|3040|general medicine|30200|infectious disease - std|
093.21|31|3040|general medicine|30200|infectious disease - std|
093.22|31|3040|general medicine|30200|infectious disease - std|
093.23|31|3040|general medicine|30200|infectious disease - std|
093.24|31|3040|general medicine|30200|infectious disease - std|
093.81|31|3040|general medicine|30200|infectious disease - std|
093.82|31|3040|general medicine|30200|infectious disease - std|
093.89|31|3040|general medicine|30200|infectious disease - std|
093.9|31|3040|general medicine|30200|infectious disease - std|
0930|31|3040|general medicine|30200|infectious disease - std|
0931|31|3040|general medicine|30200|infectious disease - std|
09320|31|3040|general medicine|30200|infectious disease - std|
09321|31|3040|general medicine|30200|infectious disease - std|
09322|31|3040|general medicine|30200|infectious disease - std|
09323|31|3040|general medicine|30200|infectious disease - std|
09324|31|3040|general medicine|30200|infectious disease - std|
09381|31|3040|general medicine|30200|infectious disease - std|
09382|31|3040|general medicine|30200|infectious disease - std|
09389|31|3040|general medicine|30200|infectious disease - std|
0939|31|3040|general medicine|30200|infectious disease - std|
094.0|31|3040|general medicine|30200|infectious disease - std|
094.1|31|3040|general medicine|30200|infectious disease - std|
094.2|31|3040|general medicine|30200|infectious disease - std|
094.3|31|3040|general medicine|30200|infectious disease - std|
094.81|31|3040|general medicine|30200|infectious disease - std|
094.82|31|3040|general medicine|30200|infectious disease - std|
094.83|31|3040|general medicine|30200|infectious disease - std|
094.84|31|3040|general medicine|30200|infectious disease - std|
094.85|31|3040|general medicine|30200|infectious disease - std|
094.86|31|3040|general medicine|30200|infectious disease - std|
094.87|31|3040|general medicine|30200|infectious disease - std|
094.89|31|3040|general medicine|30190|infectious disease|
094.9|31|3040|general medicine|30200|infectious disease - std|
0940|31|3040|general medicine|30200|infectious disease - std|
0941|31|3040|general medicine|30200|infectious disease - std|
0942|31|3040|general medicine|30200|infectious disease - std|
0943|31|3040|general medicine|30200|infectious disease - std|
09481|31|3040|general medicine|30200|infectious disease - std|
09482|31|3040|general medicine|30200|infectious disease - std|
09483|31|3040|general medicine|30200|infectious disease - std|
09484|31|3040|general medicine|30200|infectious disease - std|
09485|31|3040|general medicine|30200|infectious disease - std|
09486|31|3040|general medicine|30200|infectious disease - std|
09487|31|3040|general medicine|30200|infectious disease - std|
09489|31|3040|general medicine|30190|infectious disease|
0949|31|3040|general medicine|30200|infectious disease - std|
095.0|31|3040|general medicine|30200|infectious disease - std|
095.1|31|3040|general medicine|30200|infectious disease - std|
095.2|31|3040|general medicine|30200|infectious disease - std|
095.3|31|3040|general medicine|30200|infectious disease - std|
095.4|31|3040|general medicine|30200|infectious disease - std|
095.5|31|3040|general medicine|30200|infectious disease - std|
095.6|31|3040|general medicine|30200|infectious disease - std|
095.7|31|3040|general medicine|30200|infectious disease - std|
095.8|31|3040|general medicine|30200|infectious disease - std|
095.9|31|3040|general medicine|30200|infectious disease - std|
0950|31|3040|general medicine|30200|infectious disease - std|
0951|31|3040|general medicine|30200|infectious disease - std|
0952|31|3040|general medicine|30200|infectious disease - std|
0953|31|3040|general medicine|30200|infectious disease - std|
0954|31|3040|general medicine|30200|infectious disease - std|
0955|31|3040|general medicine|30200|infectious disease - std|
0956|31|3040|general medicine|30200|infectious disease - std|
0957|31|3040|general medicine|30200|infectious disease - std|
0958|31|3040|general medicine|30200|infectious disease - std|
0959|31|3040|general medicine|30200|infectious disease - std|
096|31|3040|general medicine|30200|infectious disease - std|
096.|31|3040|general medicine|30200|infectious disease - std|
097.0|31|3040|general medicine|30200|infectious disease - std|
097.1|31|3040|general medicine|30200|infectious disease - std|
097.9|31|3040|general medicine|30200|infectious disease - std|
0970|31|3040|general medicine|30200|infectious disease - std|
0971|31|3040|general medicine|30200|infectious disease - std|
0979|31|3040|general medicine|30200|infectious disease - std|
098.0|31|3040|general medicine|30200|infectious disease - std|
098.10|31|3040|general medicine|30200|infectious disease - std|
098.11|31|3040|general medicine|30200|infectious disease - std|
098.12|31|3040|general medicine|30200|infectious disease - std|
098.13|31|3040|general medicine|30200|infectious disease - std|
098.14|31|3040|general medicine|30200|infectious disease - std|
098.15|31|3040|general medicine|30200|infectious disease - std|
098.16|31|3040|general medicine|30200|infectious disease - std|
098.17|31|3040|general medicine|30200|infectious disease - std|
098.19|31|3040|general medicine|30200|infectious disease - std|
098.2|31|3040|general medicine|30200|infectious disease - std|
098.30|31|3040|general medicine|30200|infectious disease - std|
098.31|31|3040|general medicine|30200|infectious disease - std|
098.32|31|3040|general medicine|30200|infectious disease - std|
098.33|31|3040|general medicine|30200|infectious disease - std|
098.34|31|3040|general medicine|30200|infectious disease - std|
098.35|31|3040|general medicine|30200|infectious disease - std|
098.36|31|3040|general medicine|30200|infectious disease - std|
098.37|31|3040|general medicine|30200|infectious disease - std|
098.39|31|3040|general medicine|30200|infectious disease - std|
098.40|31|3040|general medicine|30200|infectious disease - std|
098.41|31|3040|general medicine|30200|infectious disease - std|
098.42|31|3040|general medicine|30200|infectious disease - std|
098.43|31|3040|general medicine|30200|infectious disease - std|
098.49|31|3040|general medicine|30200|infectious disease - std|
098.50|31|3040|general medicine|30200|infectious disease - std|
098.51|31|3040|general medicine|30200|infectious disease - std|
098.52|31|3040|general medicine|30200|infectious disease - std|
098.53|31|3040|general medicine|30200|infectious disease - std|
098.59|31|3040|general medicine|30200|infectious disease - std|
098.6|31|3040|general medicine|30200|infectious disease - std|
098.7|31|3040|general medicine|30200|infectious disease - std|
098.81|31|3040|general medicine|30200|infectious disease - std|
098.82|31|3040|general medicine|30200|infectious disease - std|
098.83|31|3040|general medicine|30200|infectious disease - std|
098.84|31|3040|general medicine|30200|infectious disease - std|
098.85|31|3040|general medicine|30200|infectious disease - std|
098.86|31|3040|general medicine|30200|infectious disease - std|
098.89|31|3040|general medicine|30200|infectious disease - std|
0980|31|3040|general medicine|30200|infectious disease - std|
09810|31|3040|general medicine|30200|infectious disease - std|
09811|31|3040|general medicine|30200|infectious disease - std|
09812|31|3040|general medicine|30200|infectious disease - std|
09813|31|3040|general medicine|30200|infectious disease - std|
09814|31|3040|general medicine|30200|infectious disease - std|
09815|31|3040|general medicine|30200|infectious disease - std|
09816|31|3040|general medicine|30200|infectious disease - std|
09817|31|3040|general medicine|30200|infectious disease - std|
09819|31|3040|general medicine|30200|infectious disease - std|
0982|31|3040|general medicine|30200|infectious disease - std|
09830|31|3040|general medicine|30200|infectious disease - std|
09831|31|3040|general medicine|30200|infectious disease - std|
09832|31|3040|general medicine|30200|infectious disease - std|
09833|31|3040|general medicine|30200|infectious disease - std|
09834|31|3040|general medicine|30200|infectious disease - std|
09835|31|3040|general medicine|30200|infectious disease - std|
09836|31|3040|general medicine|30200|infectious disease - std|
09837|31|3040|general medicine|30200|infectious disease - std|
09839|31|3040|general medicine|30200|infectious disease - std|
09840|31|3040|general medicine|30200|infectious disease - std|
09841|31|3040|general medicine|30200|infectious disease - std|
09842|31|3040|general medicine|30200|infectious disease - std|
09843|31|3040|general medicine|30200|infectious disease - std|
09849|31|3040|general medicine|30200|infectious disease - std|
09850|31|3040|general medicine|30200|infectious disease - std|
09851|31|3040|general medicine|30200|infectious disease - std|
09852|31|3040|general medicine|30200|infectious disease - std|
09853|31|3040|general medicine|30200|infectious disease - std|
09859|31|3040|general medicine|30200|infectious disease - std|
0986|31|3040|general medicine|30200|infectious disease - std|
0987|31|3040|general medicine|30200|infectious disease - std|
09881|31|3040|general medicine|30200|infectious disease - std|
09882|31|3040|general medicine|30200|infectious disease - std|
09883|31|3040|general medicine|30200|infectious disease - std|
09884|31|3040|general medicine|30200|infectious disease - std|
09885|31|3040|general medicine|30200|infectious disease - std|
09886|31|3040|general medicine|30200|infectious disease - std|
09889|31|3040|general medicine|30200|infectious disease - std|
099.0|31|3040|general medicine|30200|infectious disease - std|
099.1|31|3040|general medicine|30200|infectious disease - std|
099.2|31|3040|general medicine|30200|infectious disease - std|
099.3|31|3040|general medicine|30200|infectious disease - std|
099.40|31|3040|general medicine|30200|infectious disease - std|
099.41|31|3040|general medicine|30200|infectious disease - std|
099.49|31|3040|general medicine|30190|infectious disease|
099.50|31|3040|general medicine|30190|infectious disease|
099.51|31|3040|general medicine|30190|infectious disease|
099.52|31|3040|general medicine|30190|infectious disease|
099.53|31|3040|general medicine|30190|infectious disease|
099.54|31|3040|general medicine|30190|infectious disease|
099.55|31|3040|general medicine|30190|infectious disease|
099.56|31|3040|general medicine|30190|infectious disease|
099.59|31|3040|general medicine|30190|infectious disease|
099.8|31|3040|general medicine|30200|infectious disease - std|
099.9|31|3040|general medicine|30200|infectious disease - std|
0990|31|3040|general medicine|30200|infectious disease - std|
0991|31|3040|general medicine|30200|infectious disease - std|
0992|31|3040|general medicine|30200|infectious disease - std|
0993|31|3040|general medicine|30200|infectious disease - std|
09940|31|3040|general medicine|30200|infectious disease - std|
09941|31|3040|general medicine|30200|infectious disease - std|
09949|31|3040|general medicine|30190|infectious disease|
09950|31|3040|general medicine|30190|infectious disease|
09951|31|3040|general medicine|30190|infectious disease|
09952|31|3040|general medicine|30190|infectious disease|
09953|31|3040|general medicine|30190|infectious disease|
09954|31|3040|general medicine|30190|infectious disease|
09955|31|3040|general medicine|30190|infectious disease|
09956|31|3040|general medicine|30190|infectious disease|
09959|31|3040|general medicine|30190|infectious disease|
0998|31|3040|general medicine|30200|infectious disease - std|
0999|31|3040|general medicine|30200|infectious disease - std|
100|31|3040|general medicine|30190|infectious disease|
100.0|31|3040|general medicine|30190|infectious disease|
100.81|31|3090|neuroscience|30340|neuro - other|
100.89|31|3090|neuroscience|30340|neuro - other|
100.9|31|3040|general medicine|30190|infectious disease|
1000|31|3040|general medicine|30190|infectious disease|
10081|31|3090|neuroscience|30340|neuro - other|
10089|31|3090|neuroscience|30340|neuro - other|
1009|31|3040|general medicine|30190|infectious disease|
101|31|3040|general medicine|30190|infectious disease|
101.|31|3040|general medicine|30190|infectious disease|
102|31|3040|general medicine|30190|infectious disease|
102.0|31|3040|general medicine|30190|infectious disease|
102.1|31|3040|general medicine|30190|infectious disease|
102.2|31|3040|general medicine|30190|infectious disease|
102.3|31|3040|general medicine|30190|infectious disease|
102.4|31|3040|general medicine|30190|infectious disease|
102.5|31|3040|general medicine|30190|infectious disease|
102.6|31|3040|general medicine|30190|infectious disease|
102.7|31|3040|general medicine|30190|infectious disease|
102.8|31|3040|general medicine|30190|infectious disease|
102.9|31|3040|general medicine|30190|infectious disease|
1020|31|3040|general medicine|30190|infectious disease|
1021|31|3040|general medicine|30190|infectious disease|
1022|31|3040|general medicine|30190|infectious disease|
1023|31|3040|general medicine|30190|infectious disease|
1024|31|3040|general medicine|30190|infectious disease|
1025|31|3040|general medicine|30190|infectious disease|
1026|31|3040|general medicine|30190|infectious disease|
1027|31|3040|general medicine|30190|infectious disease|
1028|31|3040|general medicine|30190|infectious disease|
1029|31|3040|general medicine|30190|infectious disease|
103|31|3040|general medicine|30190|infectious disease|
103.0|31|3040|general medicine|30190|infectious disease|
103.1|31|3040|general medicine|30190|infectious disease|
103.2|31|3040|general medicine|30190|infectious disease|
103.3|31|3040|general medicine|30190|infectious disease|
103.9|31|3040|general medicine|30190|infectious disease|
1030|31|3040|general medicine|30190|infectious disease|
1031|31|3040|general medicine|30190|infectious disease|
1032|31|3040|general medicine|30190|infectious disease|
1033|31|3040|general medicine|30190|infectious disease|
1039|31|3040|general medicine|30190|infectious disease|
104|31|3040|general medicine|30190|infectious disease|
104.0|31|3040|general medicine|30190|infectious disease|
104.8|31|3040|general medicine|30190|infectious disease|
104.9|31|3040|general medicine|30190|infectious disease|
1040|31|3040|general medicine|30190|infectious disease|
1048|31|3040|general medicine|30190|infectious disease|
1049|31|3040|general medicine|30190|infectious disease|
11.63|31|3040|general medicine|30190|infectious disease|
110|31|3040|general medicine|30160|dermatology|
110.0|31|3040|general medicine|30160|dermatology|
110.1|31|3040|general medicine|30190|infectious disease|
110.2|31|3040|general medicine|30160|dermatology|
110.3|31|3040|general medicine|30160|dermatology|
110.4|31|3040|general medicine|30160|dermatology|
110.5|31|3040|general medicine|30160|dermatology|
110.6|31|3040|general medicine|30160|dermatology|
110.8|31|3040|general medicine|30160|dermatology|
110.9|31|3040|general medicine|30190|infectious disease|
1100|31|3040|general medicine|30160|dermatology|
1101|31|3040|general medicine|30190|infectious disease|
1102|31|3040|general medicine|30160|dermatology|
1103|31|3040|general medicine|30160|dermatology|
1104|31|3040|general medicine|30160|dermatology|
1105|31|3040|general medicine|30160|dermatology|
1106|31|3040|general medicine|30160|dermatology|
1108|31|3040|general medicine|30160|dermatology|
1109|31|3040|general medicine|30190|infectious disease|
111|31|3040|general medicine|30190|infectious disease|
111.0|31|3040|general medicine|30190|infectious disease|
111.1|31|3040|general medicine|30190|infectious disease|
111.2|31|3040|general medicine|30190|infectious disease|
111.3|31|3040|general medicine|30190|infectious disease|
111.8|31|3040|general medicine|30160|dermatology|
111.9|31|3040|general medicine|30160|dermatology|
1110|31|3040|general medicine|30190|infectious disease|
1111|31|3040|general medicine|30190|infectious disease|
1112|31|3040|general medicine|30190|infectious disease|
1113|31|3040|general medicine|30190|infectious disease|
1118|31|3040|general medicine|30160|dermatology|
1119|31|3040|general medicine|30160|dermatology|
112|31|3040|general medicine|30190|infectious disease|
112.0|31|3040|general medicine|30190|infectious disease|
112.1|31|3050|gynecology|30230|gynecology - general|f
112.2|31|3050|gynecology|30230|gynecology - general|f
112.3|31|3040|general medicine|30160|dermatology|
112.4|31|3040|general medicine|30220|pulmonary / thoracic|
112.5|31|3040|general medicine|30190|infectious disease|
112.81|31|3000|cardiology|30030|heart - other|
112.82|31|3040|general medicine|30190|infectious disease|
112.83|31|3090|neuroscience|30340|neuro - other|
112.84|31|3030|gastroenterology|30140|upper gi disorders|
112.85|31|3030|gastroenterology|30120|lower gi disorders|
112.89|31|3040|general medicine|30190|infectious disease|
112.9|31|3040|general medicine|30190|infectious disease|
1120|31|3040|general medicine|30190|infectious disease|
1121|31|3050|gynecology|30230|gynecology - general|f
1122|31|3050|gynecology|30230|gynecology - general|f
1123|31|3040|general medicine|30160|dermatology|
1124|31|3040|general medicine|30220|pulmonary / thoracic|
1125|31|3040|general medicine|30190|infectious disease|
11281|31|3000|cardiology|30030|heart - other|
11282|31|3040|general medicine|30190|infectious disease|
11283|31|3090|neuroscience|30340|neuro - other|
11284|31|3030|gastroenterology|30140|upper gi disorders|
11285|31|3030|gastroenterology|30120|lower gi disorders|
11289|31|3040|general medicine|30190|infectious disease|
1129|31|3040|general medicine|30190|infectious disease|
114|31|3040|general medicine|30220|pulmonary / thoracic|
114.0|31|3040|general medicine|30220|pulmonary / thoracic|
114.1|31|3040|general medicine|30190|infectious disease|
114.2|31|3090|neuroscience|30340|neuro - other|
114.3|31|3040|general medicine|30190|infectious disease|
114.4|31|3040|general medicine|30220|pulmonary / thoracic|
114.5|31|3040|general medicine|30220|pulmonary / thoracic|
114.9|31|3040|general medicine|30190|infectious disease|
1140|31|3040|general medicine|30220|pulmonary / thoracic|
1141|31|3040|general medicine|30190|infectious disease|
1142|31|3090|neuroscience|30340|neuro - other|
1143|31|3040|general medicine|30190|infectious disease|
1144|31|3040|general medicine|30220|pulmonary / thoracic|
1145|31|3040|general medicine|30220|pulmonary / thoracic|
1149|31|3040|general medicine|30190|infectious disease|
115|31|3040|general medicine|30190|infectious disease|
115.00|31|3040|general medicine|30190|infectious disease|
115.01|31|3090|neuroscience|30340|neuro - other|
115.02|31|3120|ophthalmology|30540|ophthalmologic conditions|
115.03|31|3000|cardiology|30030|heart - other|
115.04|31|3000|cardiology|30030|heart - other|
115.05|31|3040|general medicine|30220|pulmonary / thoracic|
115.09|31|3040|general medicine|30190|infectious disease|
115.1|31|3040|general medicine|30190|infectious disease|
115.10|31|3040|general medicine|30190|infectious disease|
115.11|31|3090|neuroscience|30340|neuro - other|
115.12|31|3120|ophthalmology|30540|ophthalmologic conditions|
115.13|31|3000|cardiology|30030|heart - other|
