MX_CODE|LEVEL1_CODE|LEVEL1_DESC|LEVEL2_CODE|LEVEL2_DESC|LEVEL3_CODE|LEVEL3_DESC|GENDER
722|1140|oncology|10780|medical oncology|104840|722 - malignancy, male reproductive system w mcc|
723|1140|oncology|10780|medical oncology|104850|723 - malignancy, male reproductive system w cc|
724|1140|oncology|10780|medical oncology|104860|724 - malignancy, male reproductive system w/o cc/mcc|
754|1140|oncology|10780|medical oncology|104870|754 - malignancy, female reproductive system w mcc|
755|1140|oncology|10780|medical oncology|104880|755 - malignancy, female reproductive system w cc|
756|1140|oncology|10780|medical oncology|104890|756 - malignancy, female reproductive system w/o cc/mcc|
808|1140|oncology|10780|medical oncology|104900|808 - major hematol/immun diag exc sickle cell crisis & coagul w mcc|
809|1140|oncology|10780|medical oncology|104910|809 - major hematol/immun diag exc sickle cell crisis & coagul w cc|
810|1140|oncology|10780|medical oncology|104920|810 - major hematol/immun diag exc sickle cell crisis & coagul w/o cc/mcc|
834|1140|oncology|10780|medical oncology|104930|834 - acute leukemia w/o major o.r. procedure w mcc|
835|1140|oncology|10780|medical oncology|104940|835 - acute leukemia w/o major o.r. procedure w cc|
836|1140|oncology|10780|medical oncology|104950|836 - acute leukemia w/o major o.r. procedure w/o cc/mcc|
837|1140|oncology|10780|medical oncology|104960|837 - chemo w acute leukemia as sdx or w  high dose chemo agent w mcc|
838|1140|oncology|10780|medical oncology|104970|838 - chemo w acute leukemia as sdx or w high dose chemo agent w cc|
839|1140|oncology|10780|medical oncology|104980|839 - chemo w acute leukemia as sdx or w high dose chemo agent w/o cc/mcc|
840|1140|oncology|10780|medical oncology|104990|840 - lymphoma & non-acute leukemia w mcc|
841|1140|oncology|10780|medical oncology|105000|841 - lymphoma & non-acute leukemia w cc|
842|1140|oncology|10780|medical oncology|105010|842 - lymphoma & non-acute leukemia w/o cc/mcc|
843|1140|oncology|10780|medical oncology|105020|843 - other myeloprolif dis or poorly diff neopl diag w mcc|
844|1140|oncology|10780|medical oncology|105030|844 - other myeloprolif dis or poorly diff neopl diag w cc|
845|1140|oncology|10780|medical oncology|105040|845 - other myeloprolif dis or poorly diff neopl diag w/o cc/mcc|
846|1140|oncology|10780|medical oncology|105050|846 - chemotherapy w/o acute leukemia as secondary diagnosis w mcc|
847|1140|oncology|10780|medical oncology|105060|847 - chemotherapy w/o acute leukemia as secondary diagnosis w cc|
848|1140|oncology|10780|medical oncology|105070|848 - chemotherapy w/o acute leukemia as secondary diagnosis w/o cc/mcc|
715|1140|oncology|10790|other male reproductive|105080|715 - other male reproductive system o.r. proc for malignancy w cc/mcc|
716|1140|oncology|10790|other male reproductive|105090|716 - other male reproductive system o.r. proc for malignancy w/o cc/mcc|
849|1140|oncology|10800|radiation oncology|105100|849 - radiotherapy|
582|1140|oncology|10810|surgery breast|105110|582 - mastectomy for malignancy w cc/mcc|
583|1140|oncology|10810|surgery breast|105120|583 - mastectomy for malignancy w/o cc/mcc|
584|1140|oncology|10810|surgery breast|105130|584 - breast biopsy, local excision & other breast procedures w cc/mcc|
585|1140|oncology|10810|surgery breast|105140|585 - breast biopsy, local excision & other breast procedures w/o cc/mcc|
420|1140|oncology|10820|surgery hepatobiliary/pancreatic|105150|420 - hepatobiliary diagnostic procedures w mcc|
820|1140|oncology|10830|surgery other general surgery|105160|820 - lymphoma & leukemia w major o.r. procedure w mcc|
821|1140|oncology|10830|surgery other general surgery|105170|821 - lymphoma & leukemia w major o.r. procedure w cc|
822|1140|oncology|10830|surgery other general surgery|105180|822 - lymphoma & leukemia w major o.r. procedure w/o cc/mcc|
823|1140|oncology|10830|surgery other general surgery|105190|823 - lymphoma & non-acute leukemia w other o.r. proc w mcc|
824|1140|oncology|10830|surgery other general surgery|105200|824 - lymphoma & non-acute leukemia w other o.r. proc w cc|
825|1140|oncology|10830|surgery other general surgery|105210|825 - lymphoma & non-acute leukemia w other o.r. proc w/o cc/mcc|
826|1140|oncology|10830|surgery other general surgery|105220|826 - myeloprolif disord or poorly diff neopl w maj o.r. proc w mcc|
827|1140|oncology|10830|surgery other general surgery|105230|827 - myeloprolif disord or poorly diff neopl w maj o.r. proc w cc|
828|1140|oncology|10830|surgery other general surgery|105240|828 - myeloprolif disord or poorly diff neopl w maj o.r. proc w/o cc/mcc|
829|1140|oncology|10830|surgery other general surgery|105250|829 - myeloprolif disord or poorly diff neopl w other o.r. proc w cc/mcc|
830|1140|oncology|10830|surgery other general surgery|105260|830 - myeloprolif disord or poorly diff neopl w other o.r. proc w/o cc/mcc|
009|1140|oncology|10840|surgery transplant|105270|009 - bone marrow transplant|
9|1140|oncology|10840|surgery transplant|105270|009 - bone marrow transplant|
656|1140|oncology|10850|urinary system|105280|656 - kidney & ureter procedures for neoplasm w mcc|
657|1140|oncology|10850|urinary system|105290|657 - kidney & ureter procedures for neoplasm w cc|
658|1140|oncology|10850|urinary system|105300|658 - kidney & ureter procedures for neoplasm w/o cc/mcc|
001|1150|open heart|10860|cardiac surgery|105310|001 - heart transplant or implant of heart assist system w mcc|
1|1150|open heart|10860|cardiac surgery|105310|001 - heart transplant or implant of heart assist system w mcc|
002|1150|open heart|10860|cardiac surgery|105320|002 - heart transplant or implant of heart assist system w/o mcc|
2|1150|open heart|10860|cardiac surgery|105320|002 - heart transplant or implant of heart assist system w/o mcc|
215|1150|open heart|10860|cardiac surgery|105330|215 - other heart assist system implant|
216|1150|open heart|10860|cardiac surgery|105340|216 - cardiac valve & oth maj cardiothoracic proc w card cath w mcc|
217|1150|open heart|10860|cardiac surgery|105350|217 - cardiac valve & oth maj cardiothoracic proc w card cath w cc|
218|1150|open heart|10860|cardiac surgery|105360|218 - cardiac valve & oth maj cardiothoracic proc w card cath w/o cc/mcc|
219|1150|open heart|10860|cardiac surgery|105370|219 - cardiac valve & oth maj cardiothoracic proc w/o card cath w mcc|
220|1150|open heart|10860|cardiac surgery|105380|220 - cardiac valve & oth maj cardiothoracic proc w/o card cath w cc|
221|1150|open heart|10860|cardiac surgery|105390|221 - cardiac valve & oth maj cardiothoracic proc w/o card cath w/o cc/mcc|
228|1150|open heart|10860|cardiac surgery|105400|228 - other cardiothoracic procedures w mcc|
229|1150|open heart|10860|cardiac surgery|105410|229 - other cardiothoracic procedures w cc|
230|1150|open heart|10860|cardiac surgery|105420|230 - other cardiothoracic procedures w/o cc/mcc|
231|1150|open heart|10860|cardiac surgery|105430|231 - coronary bypass w ptca w mcc|
232|1150|open heart|10860|cardiac surgery|105440|232 - coronary bypass w ptca w/o mcc|
233|1150|open heart|10860|cardiac surgery|105450|233 - coronary bypass w cardiac cath w mcc|
234|1150|open heart|10860|cardiac surgery|105460|234 - coronary bypass w cardiac cath w/o mcc|
235|1150|open heart|10860|cardiac surgery|105470|235 - coronary bypass w/o cardiac cath w mcc|
236|1150|open heart|10860|cardiac surgery|105480|236 - coronary bypass w/o cardiac cath w/o mcc|
121|1160|ophthalmology|10870|medical ophthalmology|105490|121 - acute major eye infections w cc/mcc|
122|1160|ophthalmology|10870|medical ophthalmology|105500|122 - acute major eye infections w/o cc/mcc|
123|1160|ophthalmology|10870|medical ophthalmology|105510|123 - neurological eye disorders|
124|1160|ophthalmology|10870|medical ophthalmology|105520|124 - other disorders of the eye w  mcc|
125|1160|ophthalmology|10870|medical ophthalmology|105530|125 - other disorders of the eye w/o  mcc|
113|1160|ophthalmology|10880|surgical ophthalmology|105540|113 - orbital procedures w cc/mcc|
114|1160|ophthalmology|10880|surgical ophthalmology|105550|114 - orbital procedures w/o cc/mcc|
115|1160|ophthalmology|10880|surgical ophthalmology|105560|115 - extraocular procedures except orbit|
116|1160|ophthalmology|10880|surgical ophthalmology|105570|116 - intraocular procedures w cc/mcc|
117|1160|ophthalmology|10880|surgical ophthalmology|105580|117 - intraocular procedures w/o cc/mcc|
503|1170|orthopedics|10890|foot|105590|503 - foot procedures w mcc|
504|1170|orthopedics|10890|foot|105600|504 - foot procedures w cc|
505|1170|orthopedics|10890|foot|105610|505 - foot procedures w/o cc/mcc|
453|1170|orthopedics|10900|fusion|105620|453 - combined anterior/posterior spinal fusion w mcc|
454|1170|orthopedics|10900|fusion|105630|454 - combined anterior/posterior spinal fusion w cc|
455|1170|orthopedics|10900|fusion|105640|455 - combined anterior/posterior spinal fusion w/o cc/mcc|
456|1170|orthopedics|10900|fusion|105650|456 - spinal fusion exc cerv w spinal curv, malig or 9+ fusions w mcc|
457|1170|orthopedics|10900|fusion|105660|457 - spinal fusion exc cerv w spinal curv, malig or 9+ fusions w cc|
458|1170|orthopedics|10900|fusion|105670|458 - spinal fusion exc cerv w spinal curv, malig or 9+ fusions w/o cc/mcc|
459|1170|orthopedics|10900|fusion|105680|459 - spinal fusion except cervical w mcc|
460|1170|orthopedics|10900|fusion|105690|460 - spinal fusion except cervical w/o mcc|
477|1170|orthopedics|10910|general medical orthopedics|105700|477 - biopsies of musculoskeletal system & connective tissue w mcc|
478|1170|orthopedics|10910|general medical orthopedics|105710|478 - biopsies of musculoskeletal system & connective tissue w cc|
479|1170|orthopedics|10910|general medical orthopedics|105720|479 - biopsies of musculoskeletal system & connective tissue w/o cc/mcc|
539|1170|orthopedics|10910|general medical orthopedics|105730|539 - osteomyelitis w mcc|
540|1170|orthopedics|10910|general medical orthopedics|105740|540 - osteomyelitis w cc|
541|1170|orthopedics|10910|general medical orthopedics|105750|541 - osteomyelitis w/o cc/mcc|
557|1170|orthopedics|10910|general medical orthopedics|105760|557 - tendonitis, myositis & bursitis w mcc|
558|1170|orthopedics|10910|general medical orthopedics|105770|558 - tendonitis, myositis & bursitis w/o mcc|
559|1170|orthopedics|10910|general medical orthopedics|105780|559 - aftercare, musculoskeletal system & connective tissue w mcc|
560|1170|orthopedics|10910|general medical orthopedics|105790|560 - aftercare, musculoskeletal system & connective tissue w cc|
561|1170|orthopedics|10910|general medical orthopedics|105800|561 - aftercare, musculoskeletal system & connective tissue w/o cc/mcc|
564|1170|orthopedics|10910|general medical orthopedics|105810|564 - other musculoskeletal sys & connective tissue diagnoses w mcc|
565|1170|orthopedics|10910|general medical orthopedics|105820|565 - other musculoskeletal sys & connective tissue diagnoses w cc|
566|1170|orthopedics|10910|general medical orthopedics|105830|566 - other musculoskeletal sys & connective tissue diagnoses w/o cc/mcc|
040|1170|orthopedics|10920|hand|105840|040 - periph & cranial nerve & other nerv syst proc w mcc|
40|1170|orthopedics|10920|hand|105840|040 - periph & cranial nerve & other nerv syst proc w mcc|
506|1170|orthopedics|10920|hand|105850|506 - major thumb or joint procedures|
513|1170|orthopedics|10920|hand|105860|513 - hand or wrist proc, except major thumb or joint proc w cc/mcc|
514|1170|orthopedics|10920|hand|105870|514 - hand or wrist proc, except major thumb or joint proc w/o cc/mcc|
461|1170|orthopedics|10930|joint replacement|105880|461 - bilateral or multiple major joint procs of lower extremity w mcc|
462|1170|orthopedics|10930|joint replacement|105890|462 - bilateral or multiple major joint procs of lower extremity w/o mcc|
466|1170|orthopedics|10930|joint replacement|105900|466 - revision of hip or knee replacement w mcc|
467|1170|orthopedics|10930|joint replacement|105910|467 - revision of hip or knee replacement w cc|
468|1170|orthopedics|10930|joint replacement|105920|468 - revision of hip or knee replacement w/o cc/mcc|
469|1170|orthopedics|10930|joint replacement|105930|469 - major joint replacement or reattachment of lower extremity w mcc|
470|1170|orthopedics|10930|joint replacement|105940|470 - major joint replacement or reattachment of lower extremity w/o mcc|
483|1170|orthopedics|10930|joint replacement|105950|483 - major joint & limb reattachment proc of upper extremity w cc/mcc|
484|1170|orthopedics|10930|joint replacement|105960|484 - major joint & limb reattachment proc of upper extremity w/o cc/mcc|
551|1170|orthopedics|10940|medical spine|105970|551 - medical back problems w mcc|
552|1170|orthopedics|10940|medical spine|105980|552 - medical back problems w/o mcc|
533|1170|orthopedics|10950|medical trauma (orthopedics)|105990|533 - fractures of femur w mcc|
534|1170|orthopedics|10950|medical trauma (orthopedics)|106000|534 - fractures of femur w/o mcc|
535|1170|orthopedics|10950|medical trauma (orthopedics)|106010|535 - fractures of hip & pelvis w mcc|
536|1170|orthopedics|10950|medical trauma (orthopedics)|106020|536 - fractures of hip & pelvis w/o mcc|
537|1170|orthopedics|10950|medical trauma (orthopedics)|106030|537 - sprains, strains, & dislocations of hip, pelvis & thigh w cc/mcc|
538|1170|orthopedics|10950|medical trauma (orthopedics)|106040|538 - sprains, strains, & dislocations of hip, pelvis & thigh w/o cc/mcc|
562|1170|orthopedics|10950|medical trauma (orthopedics)|106050|562 - fx, sprn, strn & disl except femur, hip, pelvis & thigh w mcc|
563|1170|orthopedics|10950|medical trauma (orthopedics)|106060|563 - fx, sprn, strn & disl except femur, hip, pelvis & thigh w/o mcc|
545|1170|orthopedics|10960|medicine rheumatology|106070|545 - connective tissue disorders w mcc|
546|1170|orthopedics|10960|medicine rheumatology|106080|546 - connective tissue disorders w cc|
547|1170|orthopedics|10960|medicine rheumatology|106090|547 - connective tissue disorders w/o cc/mcc|
548|1170|orthopedics|10960|medicine rheumatology|106100|548 - septic arthritis w mcc|
549|1170|orthopedics|10960|medicine rheumatology|106110|549 - septic arthritis w cc|
550|1170|orthopedics|10960|medicine rheumatology|106120|550 - septic arthritis w/o cc/mcc|
553|1170|orthopedics|10960|medicine rheumatology|106130|553 - bone diseases & arthropathies w mcc|
554|1170|orthopedics|10960|medicine rheumatology|106140|554 - bone diseases & arthropathies w/o mcc|
555|1170|orthopedics|10960|medicine rheumatology|106150|555 - signs & symptoms of musculoskeletal system & conn tissue w mcc|
556|1170|orthopedics|10960|medicine rheumatology|106160|556 - signs & symptoms of musculoskeletal system & conn tissue w/o mcc|
463|1170|orthopedics|10970|other surgical orthopedics|106170|463 - wnd debrid & skn grft exc hand, for musculo-conn tiss dis w mcc|
464|1170|orthopedics|10970|other surgical orthopedics|106180|464 - wnd debrid & skn grft exc hand, for musculo-conn tiss dis w cc|
465|1170|orthopedics|10970|other surgical orthopedics|106190|465 - wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o cc/mcc|
474|1170|orthopedics|10970|other surgical orthopedics|106200|474 - amputation for musculoskeletal sys & conn tissue dis w mcc|
475|1170|orthopedics|10970|other surgical orthopedics|106210|475 - amputation for musculoskeletal sys & conn tissue dis w cc|
476|1170|orthopedics|10970|other surgical orthopedics|106220|476 - amputation for musculoskeletal sys & conn tissue dis w/o cc/mcc|
515|1170|orthopedics|10970|other surgical orthopedics|106230|515 - other musculoskelet sys & conn tiss o.r. proc w mcc|
516|1170|orthopedics|10970|other surgical orthopedics|106240|516 - other musculoskelet sys & conn tiss o.r. proc w cc|
517|1170|orthopedics|10970|other surgical orthopedics|106250|517 - other musculoskelet sys & conn tiss o.r. proc w/o cc/mcc|
490|1170|orthopedics|10980|other surgical spine|106260|490 - back & neck procedures except spinal fusion w cc/mcc or disc devices|
491|1170|orthopedics|10980|other surgical spine|106270|491 - back & neck procedures except spinal fusion w/o cc/mcc|
485|1170|orthopedics|10990|sports medicine|106280|485 - knee procedures w pdx of infection w mcc|
486|1170|orthopedics|10990|sports medicine|106290|486 - knee procedures w pdx of infection w cc|
487|1170|orthopedics|10990|sports medicine|106300|487 - knee procedures w pdx of infection w/o cc/mcc|
488|1170|orthopedics|10990|sports medicine|106310|488 - knee procedures w/o pdx of infection w cc/mcc|
489|1170|orthopedics|10990|sports medicine|106320|489 - knee procedures w/o pdx of infection w/o cc/mcc|
500|1170|orthopedics|10990|sports medicine|106330|500 - soft tissue procedures w mcc|
501|1170|orthopedics|10990|sports medicine|106340|501 - soft tissue procedures w cc|
502|1170|orthopedics|10990|sports medicine|106350|502 - soft tissue procedures w/o cc/mcc|
507|1170|orthopedics|10990|sports medicine|106360|507 - major shoulder or elbow joint procedures w cc/mcc|
508|1170|orthopedics|10990|sports medicine|106370|508 - major shoulder or elbow joint procedures w/o cc/mcc|
509|1170|orthopedics|10990|sports medicine|106380|509 - arthroscopy|
510|1170|orthopedics|10990|sports medicine|106390|510 - shoulder,elbow or forearm proc,exc major joint proc w mcc|
511|1170|orthopedics|10990|sports medicine|106400|511 - shoulder,elbow or forearm proc,exc major joint proc w cc|
512|1170|orthopedics|10990|sports medicine|106410|512 - shoulder,elbow or forearm proc,exc major joint proc w/o cc/mcc|
480|1170|orthopedics|11000|surgical trauma (orthopedics)|106420|480 - hip & femur procedures except major joint w mcc|
481|1170|orthopedics|11000|surgical trauma (orthopedics)|106430|481 - hip & femur procedures except major joint w cc|
482|1170|orthopedics|11000|surgical trauma (orthopedics)|106440|482 - hip & femur procedures except major joint w/o cc/mcc|
492|1170|orthopedics|11000|surgical trauma (orthopedics)|106450|492 - lower extrem & humer proc except hip,foot,femur w mcc|
493|1170|orthopedics|11000|surgical trauma (orthopedics)|106460|493 - lower extrem & humer proc except hip,foot,femur w cc|
494|1170|orthopedics|11000|surgical trauma (orthopedics)|106470|494 - lower extrem & humer proc except hip,foot,femur w/o cc/mcc|
495|1170|orthopedics|11000|surgical trauma (orthopedics)|106480|495 - local excision & removal int fix devices exc hip & femur w mcc|
496|1170|orthopedics|11000|surgical trauma (orthopedics)|106490|496 - local excision & removal int fix devices exc hip & femur w cc|
497|1170|orthopedics|11000|surgical trauma (orthopedics)|106500|497 - local excision & removal int fix devices exc hip & femur w/o cc/mcc|
498|1170|orthopedics|11000|surgical trauma (orthopedics)|106510|498 - local excision & removal int fix devices of hip & femur w cc/mcc|
499|1170|orthopedics|11000|surgical trauma (orthopedics)|106520|499 - local excision & removal int fix devices of hip & femur w/o cc/mcc|
956|1170|orthopedics|11000|surgical trauma (orthopedics)|106530|956 - limb reattachment, hip & femur proc for multiple significant trauma|
998|1180|other|11010|other|106540|998 - principal diagnosis invalid as discharge diagnosis|
999|1180|other|11010|other|106550|999 - ungroupable|
175|1190|pulmonary|11020|medicine pulmonology|106560|175 - pulmonary embolism w mcc|
176|1190|pulmonary|11020|medicine pulmonology|106570|176 - pulmonary embolism w/o mcc|
177|1190|pulmonary|11020|medicine pulmonology|106580|177 - respiratory infections & inflammations w mcc|
178|1190|pulmonary|11020|medicine pulmonology|106590|178 - respiratory infections & inflammations w cc|
179|1190|pulmonary|11020|medicine pulmonology|106600|179 - respiratory infections & inflammations w/o cc/mcc|
186|1190|pulmonary|11020|medicine pulmonology|106610|186 - pleural effusion w mcc|
187|1190|pulmonary|11020|medicine pulmonology|106620|187 - pleural effusion w cc|
188|1190|pulmonary|11020|medicine pulmonology|106630|188 - pleural effusion w/o cc/mcc|
189|1190|pulmonary|11020|medicine pulmonology|106640|189 - pulmonary edema & respiratory failure|
190|1190|pulmonary|11020|medicine pulmonology|106650|190 - chronic obstructive pulmonary disease w mcc|
191|1190|pulmonary|11020|medicine pulmonology|106660|191 - chronic obstructive pulmonary disease w cc|
192|1190|pulmonary|11020|medicine pulmonology|106670|192 - chronic obstructive pulmonary disease w/o cc/mcc|
193|1190|pulmonary|11020|medicine pulmonology|106680|193 - simple pneumonia & pleurisy w mcc|
194|1190|pulmonary|11020|medicine pulmonology|106690|194 - simple pneumonia & pleurisy w cc|
195|1190|pulmonary|11020|medicine pulmonology|106700|195 - simple pneumonia & pleurisy w/o cc/mcc|
196|1190|pulmonary|11020|medicine pulmonology|106710|196 - interstitial lung disease w mcc|
197|1190|pulmonary|11020|medicine pulmonology|106720|197 - interstitial lung disease w cc|
198|1190|pulmonary|11020|medicine pulmonology|106730|198 - interstitial lung disease w/o cc/mcc|
202|1190|pulmonary|11020|medicine pulmonology|106740|202 - bronchitis & asthma w cc/mcc|
203|1190|pulmonary|11020|medicine pulmonology|106750|203 - bronchitis & asthma w/o cc/mcc|
204|1190|pulmonary|11020|medicine pulmonology|106760|204 - respiratory signs & symptoms|
205|1190|pulmonary|11020|medicine pulmonology|106770|205 - other respiratory system diagnoses w mcc|
206|1190|pulmonary|11020|medicine pulmonology|106780|206 - other respiratory system diagnoses w/o mcc|
199|1190|pulmonary|11030|pneumothorax|106790|199 - pneumothorax w mcc|
200|1190|pulmonary|11030|pneumothorax|106800|200 - pneumothorax w cc|
201|1190|pulmonary|11030|pneumothorax|106810|201 - pneumothorax w/o cc/mcc|
183|1200|thoracic surgery|11040|body injuries|106820|183 - major chest trauma w mcc|
184|1200|thoracic surgery|11040|body injuries|106830|184 - major chest trauma w cc|
185|1200|thoracic surgery|11040|body injuries|106840|185 - major chest trauma w/o cc/mcc|
163|1200|thoracic surgery|11050|lung cancer|106850|163 - major chest procedures w mcc|
164|1200|thoracic surgery|11050|lung cancer|106860|164 - major chest procedures w cc|
165|1200|thoracic surgery|11050|lung cancer|106870|165 - major chest procedures w/o cc/mcc|
166|1200|thoracic surgery|11050|lung cancer|106880|166 - other resp system o.r. procedures w mcc|
167|1200|thoracic surgery|11050|lung cancer|106890|167 - other resp system o.r. procedures w cc|
168|1200|thoracic surgery|11050|lung cancer|106900|168 - other resp system o.r. procedures w/o cc/mcc|
007|1200|thoracic surgery|11060|lung transplant|106910|007 - lung transplant|
7|1200|thoracic surgery|11060|lung transplant|106910|007 - lung transplant|
003|1200|thoracic surgery|11070|surgery tracheostomy|106920|003 - ecmo or trach w mv 96+ hrs or pdx exc face, mouth & neck w maj o.r.|
3|1200|thoracic surgery|11070|surgery tracheostomy|106920|003 - ecmo or trach w mv 96+ hrs or pdx exc face, mouth & neck w maj o.r.|
004|1200|thoracic surgery|11070|surgery tracheostomy|106930|004 - trach w mv 96+ hrs or pdx exc face, mouth & neck w/o maj o.r.|
4|1200|thoracic surgery|11070|surgery tracheostomy|106930|004 - trach w mv 96+ hrs or pdx exc face, mouth & neck w/o maj o.r.|
011|1200|thoracic surgery|11080|tracheostomy (ent only)|106940|011 - tracheostomy for face,mouth & neck diagnoses w mcc|
11|1200|thoracic surgery|11080|tracheostomy (ent only)|106940|011 - tracheostomy for face,mouth & neck diagnoses w mcc|
012|1200|thoracic surgery|11080|tracheostomy (ent only)|106950|012 - tracheostomy for face,mouth & neck diagnoses w cc|
12|1200|thoracic surgery|11080|tracheostomy (ent only)|106950|012 - tracheostomy for face,mouth & neck diagnoses w cc|
013|1200|thoracic surgery|11080|tracheostomy (ent only)|106960|013 - tracheostomy for face,mouth & neck diagnoses w/o cc/mcc|
13|1200|thoracic surgery|11080|tracheostomy (ent only)|106960|013 - tracheostomy for face,mouth & neck diagnoses w/o cc/mcc|
709|1210|urology|11090|other male reproductive|106970|709 - penis procedures w cc/mcc|m
710|1210|urology|11090|other male reproductive|106980|710 - penis procedures w/o cc/mcc|m
711|1210|urology|11090|other male reproductive|106990|711 - testes procedures w cc/mcc|m
712|1210|urology|11090|other male reproductive|107000|712 - testes procedures w/o cc/mcc|m
717|1210|urology|11090|other male reproductive|107010|717 - other male reproductive system o.r. proc exc malignancy w cc/mcc|m
718|1210|urology|11090|other male reproductive|107020|718 - other male reproductive system o.r. proc exc malignancy w/o cc/mcc|m
727|1210|urology|11090|other male reproductive|107030|727 - inflammation of the male reproductive system w mcc|m
728|1210|urology|11090|other male reproductive|107040|728 - inflammation of the male reproductive system w/o mcc|m
729|1210|urology|11090|other male reproductive|107050|729 - other male reproductive system diagnoses w cc/mcc|m
730|1210|urology|11090|other male reproductive|107060|730 - other male reproductive system diagnoses w/o cc/mcc|m
665|1210|urology|11100|prostate|107070|665 - prostatectomy w mcc|m
666|1210|urology|11100|prostate|107080|666 - prostatectomy w cc|m
667|1210|urology|11100|prostate|107090|667 - prostatectomy w/o cc/mcc|m
707|1210|urology|11100|prostate|107100|707 - major male pelvic procedures w cc/mcc|m
708|1210|urology|11100|prostate|107110|708 - major male pelvic procedures w/o cc/mcc|m
713|1210|urology|11100|prostate|107120|713 - transurethral prostatectomy w cc/mcc|m
714|1210|urology|11100|prostate|107130|714 - transurethral prostatectomy w/o cc/mcc|m
725|1210|urology|11100|prostate|107140|725 - benign prostatic hypertrophy w mcc|m
726|1210|urology|11100|prostate|107150|726 - benign prostatic hypertrophy w/o mcc|m
653|1210|urology|11110|urinary system|107160|653 - major bladder procedures w mcc|
654|1210|urology|11110|urinary system|107170|654 - major bladder procedures w cc|
655|1210|urology|11110|urinary system|107180|655 - major bladder procedures w/o cc/mcc|
659|1210|urology|11110|urinary system|107190|659 - kidney & ureter procedures for non-neoplasm w mcc|
660|1210|urology|11110|urinary system|107200|660 - kidney & ureter procedures for non-neoplasm w cc|
661|1210|urology|11110|urinary system|107210|661 - kidney & ureter procedures for non-neoplasm w/o cc/mcc|
662|1210|urology|11110|urinary system|107220|662 - minor bladder procedures w mcc|
663|1210|urology|11110|urinary system|107230|663 - minor bladder procedures w cc|
664|1210|urology|11110|urinary system|107240|664 - minor bladder procedures w/o cc/mcc|
668|1210|urology|11110|urinary system|107250|668 - transurethral procedures w mcc|
669|1210|urology|11110|urinary system|107260|669 - transurethral procedures w cc|
670|1210|urology|11110|urinary system|107270|670 - transurethral procedures w/o cc/mcc|
671|1210|urology|11110|urinary system|107280|671 - urethral procedures w cc/mcc|
579|1060|general surgery|10420|surgery other general surgery|102700|579 - other skin, subcut tiss & breast proc w mcc|
802|1060|general surgery|10420|surgery other general surgery|102710|802 - other o.r. proc of the blood & blood forming organs w mcc|
803|1060|general surgery|10420|surgery other general surgery|102720|803 - other o.r. proc of the blood & blood forming organs w cc|
804|1060|general surgery|10420|surgery other general surgery|102730|804 - other o.r. proc of the blood & blood forming organs w/o cc/mcc|
853|1060|general surgery|10420|surgery other general surgery|102740|853 - infectious & parasitic diseases w o.r. procedure w mcc|
854|1060|general surgery|10420|surgery other general surgery|102750|854 - infectious & parasitic diseases w o.r. procedure w cc|
855|1060|general surgery|10420|surgery other general surgery|102760|855 - infectious & parasitic diseases w o.r. procedure w/o cc/mcc|
856|1060|general surgery|10420|surgery other general surgery|102770|856 - postoperative or post-traumatic infections w o.r. proc w mcc|
857|1060|general surgery|10420|surgery other general surgery|102780|857 - postoperative or post-traumatic infections w o.r. proc w cc|
858|1060|general surgery|10420|surgery other general surgery|102790|858 - postoperative or post-traumatic infections w o.r. proc w/o cc/mcc|
939|1060|general surgery|10420|surgery other general surgery|102800|939 - o.r. proc w diagnoses of other contact w health services w mcc|
940|1060|general surgery|10420|surgery other general surgery|102810|940 - o.r. proc w diagnoses of other contact w health services w cc|
941|1060|general surgery|10420|surgery other general surgery|102820|941 - o.r. proc w diagnoses of other contact w health services w/o cc/mcc|
981|1060|general surgery|10420|surgery other general surgery|102830|981 - extensive o.r. procedure unrelated to principal diagnosis w mcc|
982|1060|general surgery|10420|surgery other general surgery|102840|982 - extensive o.r. procedure unrelated to principal diagnosis w cc|
983|1060|general surgery|10420|surgery other general surgery|102850|983 - extensive o.r. procedure unrelated to principal diagnosis w/o cc/mcc|
987|1060|general surgery|10420|surgery other general surgery|102860|987 - non-extensive o.r. proc unrelated to principal diagnosis w mcc|
988|1060|general surgery|10420|surgery other general surgery|102870|988 - non-extensive o.r. proc unrelated to principal diagnosis w cc|
989|1060|general surgery|10420|surgery other general surgery|102880|989 - non-extensive o.r. proc unrelated to principal diagnosis w/o cc/mcc|
356|1060|general surgery|10430|surgery other gi|102890|356 - other digestive system o.r. procedures w mcc|
357|1060|general surgery|10430|surgery other gi|102900|357 - other digestive system o.r. procedures w cc|
358|1060|general surgery|10430|surgery other gi|102910|358 - other digestive system o.r. procedures w/o cc/mcc|
580|1060|general surgery|10440|surgery plastic|102920|580 - other skin, subcut tiss & breast proc w cc|
573|1060|general surgery|10450|surgery skin|102930|573 - skin graft &/or debrid for skn ulcer or cellulitis w mcc|
574|1060|general surgery|10450|surgery skin|102940|574 - skin graft &/or debrid for skn ulcer or cellulitis w cc|
575|1060|general surgery|10450|surgery skin|102950|575 - skin graft &/or debrid for skn ulcer or cellulitis w/o cc/mcc|
576|1060|general surgery|10450|surgery skin|102960|576 - skin graft &/or debrid exc for skin ulcer or cellulitis w mcc|
