CODE_GROUP|MX_TYPE|MX_CODE
5000|11|31527
5000|11|31526
5000|11|31525
5000|11|31520
5000|11|31505
5000|41|3142
5000|41|3162
5000|41|31.42
5000|41|3163
5000|11|31536
5000|11|92567
5000|11|92625
5000|11|92582
5000|41|0742
5000|41|18.39
5000|41|0799
5000|41|0794
5000|41|0793
5000|41|0792
5000|41|0791
5000|41|0749
5000|41|0745
5000|41|06.95
5000|41|0743
5000|41|0695
5000|41|0719
5000|41|0717
5000|41|0711
5000|41|07.99
5000|41|07.94
5000|41|07.93
5000|41|07.92
5000|41|07.91
5000|41|0744
5100|11|91055
5100|11|91065
5100|41|8939
5100|41|8934
5100|11|91120
5000|11|60502
5000|11|60520
5000|41|0782
5000|41|0781
5000|41|0780
5000|41|0716
5000|41|07.82
5000|41|07.81
5000|41|07.80
5000|11|60699
5000|11|60505
5000|41|07.44
5000|11|60500
5000|41|0689
5000|41|0681
5000|41|0602
5000|41|06.89
5000|11|31535
5000|11|31510
5000|41|3144
5000|41|3143
5000|41|31.44
5000|41|31.43
5000|11|31515
5000|41|3198
5000|41|31.98
5000|41|04.01
5000|11|69605
5000|11|69806
5000|11|69805
5000|41|2071
5000|41|2062
5000|41|2061
5000|41|20.71
5000|41|20.62
5000|11|69840
5000|41|0401
5000|11|69949
5000|11|69421
5000|11|69420
5000|41|2009
5000|41|20.09
5000|11|69620
5000|41|194
5000|41|19.4
5000|11|69670
5000|41|20.61
5000|41|20.99
5000|11|69667
5000|11|31575
5000|11|69401
5000|11|69535
5000|11|69450
5000|11|69410
5000|41|2094
5000|41|2091
5000|11|69666
5000|41|2032
5000|11|69820
5000|41|20.94
5000|41|20.93
5000|41|20.91
5000|41|20.39
5000|41|20.32
5000|11|69960
5000|11|69955
5000|11|69950
5000|41|2039
5000|41|2072
5000|41|19.9
5000|11|69554
5000|11|69552
5000|11|69550
5000|11|69540
5000|41|2051
5000|41|20.51
5000|41|06.81
5000|41|06.02
5000|11|60512
5000|41|07.16
5000|11|60000
5000|11|60659
5000|11|60281
5000|11|60280
5000|11|60200
5000|41|0691
5000|41|067
5000|41|0631
5000|41|06.91
5000|41|07.49
5000|41|06.31
5000|41|06.19
5000|41|0609
5000|41|06.09
5000|11|60001
5100|41|8933
5100|11|76975
5100|41|89.34
5100|11|91020
5100|41|44.19
5100|11|91052
5100|11|91122
5100|11|91000
5100|11|g0328
5100|11|g0107
5100|11|91040
5100|11|91038
5100|11|91037
5100|41|89.39
5100|41|4341
5100|11|43255
5100|41|4443
5100|41|4422
5100|41|4414
5100|41|4413
5100|41|44.69
5100|41|44.43
5100|41|44.22
5100|41|44.14
5100|41|45.16
5100|41|4349
5100|41|45.30
5100|11|43259
5100|11|43258
5100|11|43256
5100|11|43251
5100|11|43250
5100|11|43248
5100|11|43249
5100|11|91132
5100|11|45342
5100|41|44.13
5100|41|42.23
5100|11|43216
5100|11|43215
5100|11|43205
5100|11|43204
5100|11|43202
5100|11|43201
5100|41|4281
5100|41|4223
5100|41|4222
5100|41|4469
5100|41|42.81
5100|11|43217
5100|41|42.22
5100|41|42.21
5100|11|43200
5100|41|9803
5100|41|98.03
5100|11|96571
5100|11|96570
5100|41|4530
5100|41|4516
5100|41|4221
5100|41|4824
5100|11|45327
5100|11|45321
5100|11|45320
5100|11|45317
5100|11|45315
5100|11|45309
5100|11|45308
5100|11|45307
5100|41|50.11
5100|11|45303
5100|41|98.05
5100|41|4823
5100|41|4822
5100|41|4821
5100|41|48.24
5100|41|48.23
5100|41|48.22
5100|41|48.21
5100|11|45300
5100|11|45340
5100|11|45305
5100|11|45333
5100|11|43247
5100|41|5188
5100|41|4685
5100|41|46.85
5100|11|45345
5100|11|45341
5100|11|45339
5100|11|45338
5100|11|45337
5100|41|48.36
5100|11|45334
5100|41|4836
5100|11|45332
5100|11|45331
5100|11|g0106
5100|11|g0104
5100|11|45330
5100|41|4524
5100|41|45.24
5100|41|9805
5100|11|47000
5100|11|45335
5100|41|4292
5100|41|96.35
5100|41|96.34
5100|41|96.33
5100|41|96.32
5100|41|96.31
5100|11|91105
5100|11|43458
5100|11|43456
5100|41|5011
5100|11|43450
5100|41|9633
5100|41|42.92
5100|11|49061
5100|11|49041
5100|11|49021
5100|11|q0113
5100|11|g0122
5100|41|9636
5100|41|96.36
5100|11|91299
5100|11|43453
5100|11|91100
5100|41|5491
5100|41|5425
5100|41|54.91
5100|41|54.25
5100|11|49081
5100|11|49080
5100|11|g0272
5100|41|9608
5100|41|9607
5100|41|9631
5100|41|96.07
5100|41|9632
5100|11|43752
5100|11|m0100
5100|41|9606
5100|41|96.06
5100|11|91123
5100|11|43460
5100|41|9635
5100|41|9634
5100|11|91133
5100|41|96.08
5100|41|46.99
5100|41|51.87
5100|41|5213
5100|41|52.13
5100|41|5119
5100|41|51.19
5000|11|69637
5000|11|69636
5000|11|69635
5000|11|69633
5000|11|69632
5000|11|69631
5000|41|19.52
5000|41|20.23
5000|41|19.53
5000|41|1955
5000|41|1954
5000|41|1953
5000|41|1952
5000|41|193
5000|41|1921
5000|41|19.6
5000|41|19.55
5000|11|69643
5000|41|2023
5000|11|30630
5000|41|21.5
5000|11|30160
5000|11|30150
5000|41|214
5000|41|21.4
5000|11|30462
5000|11|30460
5000|41|2186
5000|41|21.99
5000|11|30999
5000|41|2188
5000|11|30620
5000|11|30560
5000|11|30545
5000|11|30540
5000|11|30465
5000|41|2199
5000|41|2191
5000|41|2172
5000|41|21.86
5000|11|29800
5000|11|40808
5000|41|2724
5000|41|2722
5100|11|g0120
5100|11|g0105
5100|11|45378
5100|11|45381
5100|11|44394
5100|41|45.12
5100|41|46.32
5100|41|4534
5100|41|4533
5100|41|4532
5100|41|4514
5100|41|4512
5100|41|45.34
5100|41|45.33
5100|11|44370
5100|41|45.14
5100|41|9818
5100|11|44386
5100|11|44383
5100|11|44382
5100|11|44380
5100|11|44379
5100|11|44378
5100|11|44377
5100|11|44373
5100|11|44372
5100|41|45.32
5100|11|43236
5100|11|g0262
5100|41|51.88
5100|11|43245
5100|11|43244
5100|11|43243
5100|11|43242
5100|11|43241
5100|11|43240
5100|11|43239
5100|41|4632
5100|11|43237
5100|41|98.18
5100|41|4311
5100|41|43.41
5100|41|4233
5100|41|4224
5100|41|42.33
5100|41|42.24
5100|11|43235
5100|11|43234
5100|41|43.11
5100|11|43238
5100|41|5185
5100|41|5214
5100|41|52.98
5100|41|52.97
5100|41|52.94
5100|41|52.93
5100|41|52.21
5100|41|52.19
5100|11|46600
5100|41|5198
5100|41|5219
5100|41|5187
5100|41|5186
5100|41|5164
5100|41|5115
5000|41|2721
5000|41|27.24
5000|41|27.22
5000|41|27.21
5000|41|7619
5000|41|21.88
5000|11|29804
5000|41|215
5000|11|92526
5000|11|30200
5000|11|30140
5000|11|30130
5000|41|2169
5000|41|21.69
5000|11|30520
5000|11|30220
5000|41|21.91
5000|41|76.19
5000|41|2102
5000|11|30000
5000|41|9721
5000|41|97.21
5000|41|9601
5000|41|96.01
5000|11|30906
5000|11|30905
5000|11|30903
5000|41|2129
5000|41|2103
5000|41|2130
5000|41|2101
5000|41|2100
5000|41|21.03
5000|11|69711
5000|41|21.01
5100|41|5114
5100|41|5112
5100|41|5111
5100|11|44369
5100|41|43.49
5100|41|5110
5100|41|51.98
5100|41|52.14
5100|41|4511
5100|11|44364
5100|11|44363
5100|11|44365
5100|41|5184
5100|11|44366
5100|11|44361
5100|41|5635
5100|41|56.35
5100|41|4513
5100|41|45.13
5100|41|45.11
5100|11|44385
5100|11|44360
5100|41|5221
5100|41|9852
5100|41|98.52
5100|41|5298
5100|41|5293
5100|11|44376
5100|41|5294
5100|41|5297
5200|11|99204
5200|41|8902
5200|41|8903
5200|41|8913
5200|11|99215
5000|11|69802
5000|41|199
5000|41|2079
5000|11|69745
5000|41|20.79
5000|41|20.72
5000|11|69910
5000|11|69905
5000|11|69604
5000|11|69740
5000|11|69915
5000|11|69440
5000|11|69405
5000|11|69801
5000|11|69601
5000|41|20.21
5000|11|69603
5000|11|69602
5000|11|69530
5000|11|69511
5200|11|99201
5200|11|99211
5200|11|99203
5200|11|99205
5200|41|8901
5200|11|99214
5200|41|8907
5200|11|99212
5200|11|99213
5200|11|99202
5200|11|99331
5200|11|99323
5200|11|99332
5200|11|99333
5200|41|96.26
5200|11|g0344
5200|41|89.06
5200|11|99242
5200|41|8906
5200|41|89.13
5200|11|99241
5200|11|99243
5200|11|99244
5200|11|99245
5200|41|89.01
5200|41|89.02
5200|41|89.03
5200|41|89.07
5200|41|96.45
5200|41|93.82
5200|41|9382
5200|41|96.27
5200|41|96.28
5200|41|96.41
5200|41|9337
5200|41|96.43
5200|41|8931
5200|41|96.46
5200|41|96.47
5200|11|99322
5200|11|99510
5200|41|96.48
5200|41|96.49
5200|41|96.42
5200|41|89.31
5200|11|99362
5200|11|99379
5200|11|99372
5200|11|99373
5200|11|99374
5200|11|99375
5200|11|99377
5200|11|q3014
5200|11|99361
5200|11|99354
5200|11|99402
5200|11|99403
5200|11|99404
5200|11|99411
5200|11|99412
5200|11|g0264
5200|11|99429
5200|11|99396
5200|11|99355
5200|11|99356
5200|11|99357
5200|11|99358
5200|11|99359
5200|11|g9016
5200|11|99420
5200|11|99387
5200|11|g0172
5200|11|g0181
5200|11|g0182
5200|11|0074t
5200|41|89.04
5200|41|89.05
5200|41|93.37
5200|41|89.09
5200|41|8936
5200|41|89.36
5200|41|8904
5200|41|8905
5200|41|8908
5200|41|8909
5200|11|g0128
5200|41|89.08
5200|11|99552
5200|11|99506
5200|11|99507
5200|11|99508
5200|11|99509
5200|11|99511
5200|11|99512
5200|11|99551
5200|11|99503
5200|11|99553
5200|11|99554
5200|11|99555
5200|11|99556
5200|11|99557
5200|11|99558
5200|11|99539
5200|11|99348
5200|41|9984
5200|41|96.51
5000|11|69505
5000|11|69502
5000|11|69501
5000|41|2092
5000|41|2049
5000|41|20.41
5000|41|2041
5000|41|2022
5000|41|2021
5000|41|20.92
5000|41|20.49
5000|41|20.42
5000|41|2042
5000|41|20.22
5100|11|91032
5100|11|91033
5100|11|91034
5100|11|91035
5100|11|c9712
5100|11|43220
5100|41|8932
5100|11|43232
5100|11|91010
5100|11|91011
5100|41|89.32
5100|11|91030
5100|41|4229
5100|41|42.29
5100|11|43228
5100|41|98.02
5100|11|43231
5100|11|91012
5100|41|4419
5100|11|43227
5100|11|43226
5100|41|9802
5100|41|89.33
5100|11|43219
5100|11|91060
5300|11|49659
5300|41|53.9
5200|41|89.7
5200|41|897
5200|11|99381
5200|11|99382
5200|11|99383
5200|11|99384
5200|11|99401
5200|11|99386
5200|11|99397
5200|11|99391
5200|11|99392
5200|11|99393
5200|11|99394
5200|11|99395
5200|11|99070
5200|11|99385
5200|41|97.16
5200|41|9651
5200|41|9655
5200|41|9657
5200|41|9658
5200|41|9659
5200|11|99075
5200|41|97.15
5200|41|9647
5200|41|97.22
5200|41|97.32
5200|41|97.34
5200|41|97.37
5200|41|97.39
5200|41|97.41
5200|41|966
5200|41|9628
5200|41|96.55
5200|41|96.56
5200|41|96.57
5200|41|96.58
5200|41|96.59
5200|41|96.6
5200|41|9649
5200|41|9627
5200|41|9648
5200|41|9641
5200|41|9642
5200|41|9643
5200|41|9645
5200|41|9646
5200|41|97.63
5200|41|9626
5200|11|99027
5200|41|97.42
5200|41|99.84
5200|11|99000
5200|11|99001
5200|11|99002
5200|11|99024
5200|41|9775
5200|11|99026
5200|41|9772
5200|11|99050
5200|11|99052
5200|11|99054
5200|11|99056
5200|11|99058
5200|41|96.53
5200|11|99025
5200|41|9734
5200|11|99071
5200|41|97.72
5200|41|97.75
5200|41|97.85
5200|41|9715
5200|41|9716
5200|41|9785
5200|41|9732
5200|41|97.61
5200|41|9737
5200|41|9739
5200|41|9741
5200|41|9742
5200|41|9761
5200|41|9763
5200|41|9722
5200|11|11307
5200|11|11901
5200|11|11300
5200|11|11301
5200|11|11302
5200|11|11303
5200|41|613
5200|11|11306
5200|41|8604
5200|11|11308
5200|11|11310
5200|11|11311
5200|11|11312
5200|11|11313
5200|41|21.32
5200|11|11305
5200|41|86.01
5100|41|51.84
5100|41|51.64
5100|41|51.15
5100|41|51.14
5100|41|51.12
5100|41|51.11
5100|11|43261
5100|11|47556
5100|11|45380
5100|11|47554
5100|11|47553
5100|11|43272
5100|11|43271
5100|11|43269
5100|11|43268
5100|11|43267
5100|11|43265
5100|11|43264
5100|41|51.10
5100|41|49.21
5100|41|96.23
5100|41|4995
5100|41|4931
5100|41|4923
5100|41|4922
5100|41|4921
5100|41|49.95
5100|41|49.31
5100|11|45382
5100|41|49.22
5100|41|45.23
5100|11|46615
5100|11|46614
5100|11|46612
5100|11|46611
5100|11|46610
5100|11|46608
5100|11|46606
5100|11|46604
5100|11|43246
5100|41|49.23
5100|11|44392
5100|41|4523
5100|11|45379
5100|41|4525
5100|41|4522
5100|41|45.43
5100|41|45.42
5100|41|45.25
5100|41|45.22
5100|11|44397
5100|41|9623
5100|11|44393
5100|11|91110
5100|11|44391
5100|11|44390
5100|11|44389
5100|11|44388
5100|11|g0121
5200|11|17286
5200|41|642
5200|11|10060
5200|11|10061
5200|11|10080
5200|11|10081
5200|11|11900
5200|11|10160
5200|41|8609
5200|41|86.03
5200|41|86.04
5200|41|86.09
5200|41|8601
5200|41|8603
5200|11|11200
5200|11|10140
5200|11|17274
5200|41|2132
5200|11|17263
5200|11|17264
5200|11|17266
5200|11|17270
5200|11|17271
5200|11|17261
5200|11|17273
5200|11|17260
5200|11|17276
5200|11|17280
5200|11|17281
5200|11|17282
5200|11|17283
5200|11|17284
5200|11|17272
5200|11|40490
5200|41|61.3
5200|11|11201
5200|41|49.03
5200|41|4903
5200|41|86.26
5200|41|27.49
5200|41|2743
5200|41|2749
5200|41|85.20
5200|41|8520
5200|11|17107
5200|41|86.51
5200|41|8689
5200|11|14061
5200|11|14300
5200|11|14350
5200|41|18.79
5200|41|1879
5200|11|14041
5200|41|2759
5200|11|14040
5200|41|86.62
5200|41|86.84
5200|41|86.89
5200|41|8651
5200|41|8662
5200|11|15000
5200|41|27.59
5200|41|8582
5200|11|15001
5200|11|15100
5200|11|15101
5200|11|15120
5200|11|15121
5200|41|27.56
5200|11|14060
5200|41|85.82
5200|11|15400
5200|41|86.69
5200|41|8669
5200|11|14000
5200|11|14001
5200|11|14020
5200|11|14021
5200|41|2756
5200|11|99288
5200|41|8684
5200|11|g9009
5200|11|g9010
5200|11|g9011
5200|11|99281
5200|11|99283
5200|11|g9007
5200|11|99285
5200|11|g9006
5200|11|96150
5200|11|96153
5200|11|11600
5200|11|96912
5200|11|96151
5200|11|96152
5200|11|99284
5200|11|99274
5200|11|15401
5200|41|86.65
5200|41|8665
5200|11|99289
5200|11|99290
5200|11|99271
5200|11|g9008
5200|11|99273
5200|11|g9012
5200|11|99275
5200|11|g9001
5200|11|g9002
5200|11|g9003
5200|11|g9004
5200|11|g9005
5200|11|99272
5200|41|86.24
5200|41|86.4
5200|41|864
5200|11|17304
5200|11|17305
5200|11|17306
5200|41|86.66
5200|11|17310
5200|11|11643
5200|41|8624
5200|11|96567
5200|11|0044t
5200|11|0045t
5200|11|15350
5200|11|15351
5200|11|17307
5200|11|11621
5200|11|11603
5200|11|11604
5200|11|99282
5200|41|8660
5200|11|11602
5200|11|11601
5200|11|11646
5200|41|8626
5200|11|17262
5200|11|11620
5200|11|11644
5200|11|11623
5200|11|11626
5200|11|11640
5200|11|11641
5200|11|11642
5200|11|11624
5200|11|11606
5200|41|8301
5200|41|86.60
5200|41|21.89
5200|41|2189
5200|41|27.55
5200|41|2755
5200|11|15050
5200|11|15261
5200|41|8661
5200|41|86.63
5200|41|8663
5200|11|15840
5200|11|15841
5200|11|15842
5200|41|8666
5200|11|11622
5200|41|83.01
5200|41|86.61
5200|11|15200
5200|11|15343
5200|11|15260
5200|11|g0170
5200|11|g0171
5200|41|86.67
5200|11|15770
5200|41|8667
5200|11|15241
5200|11|15220
5200|11|15221
5200|11|15240
5200|11|15201
5200|11|15760
5200|11|15342
5300|41|5359
5300|11|38572
5300|11|38571
5300|11|38570
5300|11|38564
5300|41|53.51
5300|41|5361
5300|41|53.59
5300|41|5351
5300|41|53.69
5300|41|53.61
5300|41|5369
5300|41|40.21
5300|41|4011
5300|41|40.3
5300|41|4021
5300|41|40.29
5300|41|40.24
5300|11|38530
5300|41|40.22
5300|11|38500
5300|41|40.11
5300|11|38562
5300|41|40.23
5300|11|38525
5300|11|38520
5300|11|38510
5200|11|99341
5200|11|99342
5200|11|99343
5200|11|99344
5200|11|99505
5200|11|99347
5200|11|99504
5200|11|99349
5200|11|99350
5200|11|99500
5200|11|99501
5200|11|99502
5200|11|99561
5200|11|99345
5200|11|99302
5200|11|99559
5200|11|g0271
5200|41|94.49
5200|41|9449
5200|11|97802
5200|11|97803
5200|11|g0244
5200|11|99301
5200|11|99220
5200|11|99303
5200|11|99311
5200|11|99312
5200|11|99313
5200|11|99315
5200|11|99316
5200|11|97804
5300|11|19380
5300|41|85.7
5300|41|85.87
5300|41|85.89
5300|41|85.93
5300|41|85.95
5300|41|857
5300|41|411
5300|41|41.98
5300|41|41.41
5300|41|41.38
5300|11|38999
5300|41|41.32
5300|41|40.62
5300|41|41.1
5300|41|409
5300|41|4069
5300|41|4062
5300|41|40.9
5300|41|4133
5300|41|41.33
5300|41|5091
5300|11|47530
5300|41|97.05
5300|41|97.54
5300|41|97.55
5300|41|97.56
5300|41|9705
5300|41|9754
5300|41|9755
5300|41|9756
5300|11|47371
5300|11|47560
5300|11|47561
5300|41|5192
5300|41|50.91
5300|41|5211
5300|11|47579
5300|11|47379
5300|11|47999
5300|41|51.13
5300|41|51.33
5300|41|51.34
5300|41|51.91
5300|41|51.92
5300|41|51.94
5300|41|51.95
5300|41|51.99
5300|41|5133
5300|41|5134
5300|11|47011
5300|41|51.01
5300|41|4834
5300|41|4835
5300|11|31502
5300|41|4050
5300|11|47562
5300|11|47563
5300|11|47564
5200|11|99569
5200|11|99321
5200|11|99562
5200|11|99563
5200|11|99564
5200|11|99565
5200|11|99566
5200|11|g0270
5200|11|99568
5200|11|99560
5200|11|99600
5200|11|99601
5200|11|99602
5200|11|99217
5200|11|99218
5200|11|99219
5200|11|99567
5200|11|g0179
5200|11|99436
5200|11|99450
5200|11|99455
5200|11|96155
5200|11|99499
5200|11|g0337
5200|11|g0175
5200|11|99378
5200|11|g0180
5200|11|g0240
5200|11|g0248
5200|11|g0249
5200|11|g0250
5200|11|99456
5200|41|9653
5200|11|99371
5200|11|99078
5200|11|99080
5200|11|99082
5200|11|99090
5200|11|99091
5200|11|99360
5200|11|99380
5300|41|51.23
5300|41|51.24
5300|41|5123
5300|41|5124
5300|11|47570
5300|41|51.32
5300|11|47525
5300|41|51.96
5300|41|5194
5300|41|52.11
5300|11|48102
5300|41|5012
5300|41|50.12
5300|41|5132
5300|41|5196
5300|11|47490
5300|11|47630
5300|41|500
5300|41|50.0
5300|11|47010
5300|41|5101
5300|11|47510
5300|11|47100
5300|41|53.02
5300|41|5339
5300|11|49491
5300|11|49492
5300|11|49495
5300|11|49496
5300|11|49500
5300|11|49501
5300|11|49505
5300|11|49507
5300|11|49520
5300|11|49521
5300|11|49525
5300|41|5191
5300|41|53.01
5300|41|5321
5300|41|53.03
5300|41|53.04
5300|41|53.05
5300|41|53.10
5300|41|53.11
5300|41|53.12
5300|41|53.13
5300|41|53.14
5300|41|53.15
5200|41|2723
5200|11|40500
5200|11|11100
5200|11|11101
5200|41|61.11
5200|41|6111
5200|41|86.11
5200|41|8611
5200|41|27.23
5200|11|17999
5200|41|9983
5200|11|10120
5200|11|10121
5200|41|86.05
5200|41|8605
5200|41|64.2
5200|41|9820
5200|11|96913
5200|41|86.99
5200|41|8699
5200|11|96999
5200|11|11920
5200|11|11921
5200|11|11922
5200|41|98.20
5200|11|11000
5200|11|10040
5200|41|9656
5200|11|96154
5200|11|17360
5200|11|17340
5200|11|17110
5200|41|9982
5200|11|96900
5200|41|99.83
5200|11|11001
5200|11|96920
5300|41|53.16
5300|41|53.17
5300|41|5300
5300|41|5301
5300|41|53.00
5300|11|47370
5300|41|5195
5300|41|5199
5300|11|47399
5300|41|50.19
5300|41|50.93
5300|41|50.99
5300|41|5019
5300|41|5093
5300|41|5099
5300|41|42.09
5300|41|42.25
5300|41|42.31
5300|41|42.39
5300|41|42.99
5300|41|4201
5300|41|4209
5300|11|43870
5300|41|43.0
5300|11|43289
5300|11|43520
5300|11|43510
5300|11|43500
5300|41|433
5300|41|4225
5300|41|43.3
5300|41|4231
5300|11|43499
5300|11|43130
5300|11|48511
5300|11|48999
5300|41|51.89
5300|41|5189
5300|41|5331
5300|11|49553
5300|41|5302
5300|41|53.39
5300|41|53.31
5300|41|53.29
5300|41|53.21
5300|41|52.99
5300|11|49555
5300|41|5299
5300|11|49550
5300|11|49572
5300|11|49570
5300|11|47511
5300|11|47382
5300|41|5329
5300|11|49557
5300|41|97.03
5300|41|3129
5300|11|c9704
5300|41|43.19
5300|41|4319
5300|11|43653
5300|11|43750
5300|11|43760
5300|11|43761
5300|11|43830
5300|11|43831
5300|11|44015
5300|11|44500
5300|11|c9701
5300|41|97.02
5300|11|43257
5300|41|97.04
5300|41|97.51
5300|41|97.52
5300|41|97.53
5300|41|9701
5300|41|9702
5300|41|9703
5300|41|9704
5300|41|9751
5300|41|9752
5300|41|9753
5200|11|96921
5200|11|96922
5200|11|96910
5200|41|08.25
5200|11|17111
5200|11|11440
5200|41|86.02
5200|11|11401
5200|11|11402
5200|11|11403
5200|11|11420
5200|11|11421
5200|41|863
5200|11|11423
5200|41|86.3
5200|11|11441
5200|11|11442
5200|11|11443
5200|11|11444
5200|41|18.29
5200|41|1829
5200|11|11422
5200|11|17250
5200|41|99.82
5200|41|0825
5200|11|17000
5200|11|17003
5200|11|17004
5200|11|17106
5200|11|11400
5200|11|17108
5200|41|8602
5200|41|27.43
5300|11|43030
5300|11|43020
5300|41|4299
5300|11|43840
5300|41|430
5300|11|15944
5300|11|11771
5300|11|11772
5300|41|86.21
5300|41|8621
5300|11|15920
5300|11|15922
5300|11|15931
5300|11|15933
5300|11|15934
5300|11|15935
5300|11|15936
5300|11|15937
5300|11|11470
5300|11|15941
5300|11|11426
5300|11|15945
5300|11|15946
5300|11|15950
5300|11|15951
5300|11|15952
5300|11|15953
5300|11|15956
5300|11|15958
5300|11|15999
5300|11|11450
5300|11|11451
5300|11|11462
5300|41|4142
5300|11|15940
5300|41|0700
5300|41|4052
5300|41|4053
5300|41|4054
5300|41|4059
5300|11|60540
5300|11|60545
5300|41|07.00
5300|41|07.01
5300|41|07.02
5300|41|07.12
5300|41|07.21
5300|41|07.22
5300|41|07.29
5300|11|11770
5300|41|0729
5300|11|11471
5300|11|11424
5300|11|11406
5300|11|11404
5300|11|60650
5300|41|07.3
5300|41|073
5300|41|07.41
5300|41|0722
5300|41|0721
5300|41|0712
5300|41|0702
5300|41|0701
5300|11|11446
5300|41|0741
5300|41|8229
5300|11|21555
5300|11|21556
5300|11|21930
5300|11|23075
5300|11|23076
5300|11|24075
5300|11|24076
5300|11|25075
5300|11|25076
5300|11|27329
5300|11|27615
5300|41|82.22
5300|11|11463
5300|41|8222
5300|11|24077
5300|41|83.32
5300|41|83.39
5300|41|83.49
5300|41|8332
5300|41|8339
5300|41|8349
5300|11|38129
5300|11|38115
5300|41|41.95
5300|41|4195
5300|11|38100
5300|11|38101
5300|41|4051
5300|41|82.29
5300|41|34.23
5300|41|49.04
5300|41|4904
5300|11|21550
5300|11|21920
5300|11|21925
5300|11|23065
5300|11|23066
5300|11|24065
5300|11|24066
5300|11|25065
5300|11|25066
5300|11|27040
5300|11|27041
5300|11|27049
5300|11|20000
5300|41|41.42
5300|11|23077
5300|11|21935
5300|11|21557
5300|41|8309
5300|11|27323
5300|11|20005
5300|11|27324
5300|11|21502
5300|11|21501
5300|41|8321
5300|41|83.21
5300|41|3423
5300|11|25077
5300|41|83.09
5300|11|19370
5300|41|5304
5300|41|5305
5300|41|5310
5300|41|5311
5300|41|5312
5300|41|5313
5300|41|412
5300|41|4022
5300|41|5314
5300|41|5315
5300|41|5316
5300|41|5317
5300|11|49650
5300|11|49580
5300|11|49600
5300|11|49565
5300|11|49561
5300|11|49560
5300|41|5349
5300|41|5341
5300|11|49651
5300|41|53.41
5300|11|49540
5300|11|49587
5300|11|49585
5300|11|49582
5300|11|49590
5300|41|539
5300|11|49566
5300|41|53.49
5300|41|40.41
5300|41|4141
5300|41|4198
5300|41|4199
5300|11|38542
5300|11|38700
5300|11|38720
5300|11|38724
5300|11|38740
5300|11|38745
5300|11|38760
5300|11|38765
5300|11|38770
5300|41|41.99
5300|41|40.40
5300|41|4132
5300|41|40.42
5300|41|40.50
5300|41|40.51
5300|41|40.52
5300|41|40.53
5300|11|43652
5300|41|40.54
5300|41|5303
5300|41|5113
5300|41|40.59
5300|41|4040
5300|41|4042
5300|41|4041
5300|11|38780
5300|41|40.69
5300|41|4024
5300|41|4029
5300|41|403
5300|11|38505
5300|11|38300
5300|11|38305
5300|41|40.0
5300|41|400
5300|11|38550
5300|11|38555
5300|11|38589
5300|11|19000
5300|11|19001
5300|11|19020
5300|41|85.0
5300|41|85.91
5300|41|850
5300|41|8591
5300|11|19120
5300|11|19125
5300|11|19126
5300|11|19240
5300|41|85.22
5300|41|85.53
5300|11|19182
5300|11|19180
5300|11|19140
5300|41|8523
5300|41|85.21
5300|41|85.23
5300|41|85.24
5300|11|19162
5300|11|19160
5300|41|8525
5300|41|8524
5300|41|8521
5300|11|19220
5300|41|8522
5300|11|49200
5300|41|41.03
5300|41|5411
5300|41|5423
5300|11|49040
5300|11|49060
5300|11|49322
5300|41|65.91
5300|41|6591
5300|41|66.91
5300|41|6691
5300|11|49329
5300|11|22999
5300|41|54.11
5300|11|49085
5300|11|49000
5300|11|49250
5300|11|49255
5300|11|49425
5300|11|49426
5300|11|49429
5300|11|49999
5300|41|54.12
5300|41|54.19
5300|41|54.22
5300|41|54.92
5300|41|54.94
5300|41|54.99
5300|41|5412
5300|11|49002
5300|11|49421
5300|41|45.26
5300|41|4526
5300|11|49321
5300|41|59.21
5300|41|5921
5300|41|65.13
5300|41|6513
5300|41|66.11
5300|41|6611
5300|11|49180
5300|41|54.24
5300|41|5424
5300|41|54.23
5300|11|49420
5300|41|5492
5300|11|49422
5300|11|49423
5300|41|54.93
5300|41|5493
5300|41|97.29
5300|41|97.81
5300|11|49323
5300|11|38308
5300|41|4138
5300|41|41.2
5300|41|4023
5300|11|46040
5300|11|19102
5300|11|19103
5300|41|85.11
5300|41|8511
5300|11|19296
5300|11|19297
5300|11|19298
5300|11|c9714
5300|11|c9715
5300|11|19350
5300|11|19355
5300|41|8512
5300|11|19366
5300|41|85.12
5300|11|19371
5300|41|97.82
5300|41|9729
5300|41|9781
5300|41|9782
5300|11|49320
5300|41|54.21
5300|41|5421
5300|11|49419
5300|11|43280
5300|41|44.67
5300|41|97.01
5300|41|97.23
5300|11|38120
5300|41|41.43
5300|41|41.5
5300|41|41.93
5300|41|4143
5300|41|415
5300|41|4193
5300|41|31.29
5300|41|31.3
5300|41|313
5300|11|31600
5300|11|31601
5300|11|c9703
5300|41|41.31
5300|41|4791
5300|41|4792
5300|41|4799
5300|11|43843
5300|41|44.95
5300|41|44.96
5300|41|44.97
5300|41|44.98
5300|41|4495
5300|41|4496
5300|41|4497
5300|41|4498
5300|41|5419
5300|11|38221
5300|41|47.92
5300|41|4131
5300|11|g0364
5300|11|38205
5300|11|38206
5300|11|38230
5300|11|38231
5300|41|41.91
5300|41|4191
5300|11|g0267
5300|11|38240
5300|11|38241
5300|11|38242
5300|41|41.00
5300|11|38220
5300|41|4711
5300|41|41.04
